,title,lyrics
32,Ben Backstay,"
Ben Backstay was our boatswain,
A very merry boy,
For no one half so merrily
Could pipe all hands ahoy,
And when unto his summons
We did not well attend,
No lad than he more merrily,
Could handle the rope's end.

Chorus:
: Sing chip chow, cherry chow,
Fol di riddle ido. :

2. While sailing once, our captain,
Who was a jolly dog,
Served out to all the company,
A double share of grog.
Ben Backstay he got tipsy,
All to his heart's content,
And he being half seas over,
Why overboard he went.
Chorus:

3. A shark was on the starboard bow,
Sharks don't on manners stand,
But grapple all they come near,
Just like your sharks on land.
We heaved Ben out some tackling
Of saving him some hope's,
But the shark had bit his head off,
So he couldn't see the ropes.
Chorus:

4. Without his head his ghost appeared
All on the briny lake;
He piped all hands ahoy and cried:
""Lads, warning by me take;
By drinking grog I lost my life,
So, lest my fate you meet,
Why, never mix your liquors, lads,
But always take them neat.""
Chorus:
"
33,The Bigler,"
On the Sunday morning, just at the hour of ten,
When the tug Mico Robert towed the schooner Bigler, through Lake Michigan.
O, there we made our canvas in the middle of the fleet,
And the wind hauled to the south'ard, boys, so we had to give her sheet.

Chorus:
Watch her, catch her, jump in her ju-baju,
Give her sheet and let her go,
The lads will pull her through.
And don't you hear her howling
When the wind was blowing free
On our down trip to Buffalo from Milwaukee.

2. The wind comes down from the south southeast; it blows both stiff and strong,
You'd ought to've seen that little schooner Bigler as she pulled out Lake Michigan.
O, far beyond her foaming bows, the fiery lights aflame,
With every stitch of canvas and her course was wing and wing.
Chorus:

3. Passing by the Proctors the wind was blowing free,
Sailing by the Beavers with the Skillaglee on our lea,
O, we hauled her in full and bye as close as she would lie,
And we weathered Waugoshance to enter the Straits of Mackinaw.
Chorus:

4. At Huron we made Presque Isle Light and then we tore away,
The wind it being fair, for the Isle of Thunder Bay.
Then the wind it shifted and the night it came on dark,
The captain kept a sharp lookout for the light at Point aux Barques.
Chorus:

5. We passed the light and kept in sight of Michigan north shore,
A-boomin' for the river as we'd often done before,
When just abreast of Port Huron Light, both anchors we let go,
And the Sweepstake came 'longside and took the Bigler in tow
Chorus:

6. She took the seven of us in tow, all of us fore and aft,
She towed us down to Lake St. Clare and stuck us on the flat.
Then eased the Hunter's tow line to give us all relief,
The Bigler fell astern and went into a boat called the Maple Leaf.
Chorus:

7. And then the Sweepstake towed us out beyond the river light,
Lake Erie for to roam and the blustering winds to fight,
The wind being from the south'ard, it blew a pretty gale,
And we took it as it came for we could not carry sail.
Chorus:

8. We made the Eau and passed Long Point, the wind now blowing free,
We bowled along the Canada shore, Port Colborne on our lee,
What is that that looms ahead? We knew as we drew near,
That blazing like a star, shone the light on Buffalo Pier.
Chorus:

9. And now we're safely moored in the Buffalo Creek at last,
And under Brigg's elevator the Bigler is made fast.
And in some lager beer saloon we'll let the bottle pass,
For we're all happy shipmates and we like a social glass.
Chorus:
"
34,Blackbird,"
I am a young sailor,
My story is sad
Though once I was carefree,
And a brave sailor lad
I courted a lassie,
By night, and by day
But now, she has left me,
And sailed far away.

Chorus:
Oh if I was a blackbird,
And could whistle and sing
I'd follow the vessel,
My true love sails in
And in that top riggin',
I would there build my nest
And I'd flutter my wings
O'er her lily white breast.

2. Or if I was a scholar,
And could handle the pen
One secret love-letter,
To my true love I'd send
And tell of my sorrow,
My grief and my pain
Since she's gone and left me,
In yon floating land
Chorus:

3. I've sailed on the ocean,
My fortune to seek
Oh, I miss her caress,
And her kiss on my cheek
I returned and I told her,
My love was still warm
But she turned away lightly,
And great was her scorn
Chorus:

4. I offered to take her,
To Donneybrooke fair
And to buy her fine ribbons,
To tie up her hair
I offered to marry,
And stay by her side
But she says in the morning,
She sails with the tide
Chorus:

5. My parents, they chide me,
They will not agree
Saying that me and my false-love,
Married shouldn't never be
Ah, but let them deprive me,
And do what they will
While there's breath in my body,
She's the one I love still
Chorus:
"
35,The Black Ball Line,"
Come all ye young fellows that follow the sea
To me, way hey, blow the man down
Now please pay attention and listen to me
O, give me some time to blow the man down

2. I'm a deep water sailor just come from Hong Kong
To me, way hey, blow the man down
You give me some whiskey, I'll sing you a song
O, give me some time to blow the man down

3. When a trim Black Ball liner's preparing for sea
To me, way hey, blow the man down
On a trim Black Ball liner I wasted me prime
O, give me some time to blow the man down

4. When a trim Black Ball liner preparing for sea
To me, way hey, blow the man down
You'll split your sides laughing such sights you would see
O, give me some time to blow the man down

5. There's tinkers and tailors, shoemakers and all
To me, way hey, blow the man down
They're all shipped for sailors aboard the Black Ball
O, give me some time to blow the man down

6. When a big Black Ball liner's a-leaving her dock
To me, way hey, blow the man down
The boys and the girls on the pier-head do flock
O, give me some time to blow the man down

7. Now, when the big liner, she's clear of land
To me, way hey, blow the man down
Our bosun he roars out the word of command
O, give me some time to blow the man down

8. Come quickly, lay aft to the break of the poop
To me, way hey, blow the man down
Or I'll help you along with the toe of me boot
O, give me some time to blow the man down

9. Pay attention to orders, now, you one and all
To me, way hey, blow the man down
For see high above there flies the Black Ball
O, give me some time to blow the man down

10. 'Tis larboard and starboard, on deck you will sprawl
To me, way hey, blow the man down
For kicking Jack Rogers commands the Black Ball
O, give me some time to blow the man down
"
36,Black Susie,"
For once I joined a Liverpool ship,
O roll the cotton down!
We had ord'r to go to New Orleans,
O roll the cotton down!

2. There it was, where I first saw a niggerwench,
O roll the cotton down!
Her name was Sue and was liked by the crew,
O roll the cotton down!

3. And dark-eyed Susie came on board,
O roll the cotton down!
And she said to the captain: how do you do?
O roll the cotton down!

4. And up aloft his chronometer flew,
O roll the cotton down!
And she winked with her eyes to the chief mate too,
O roll the cotton down!

5. I think I heard the captain say:
O roll the cotton down!
Another pool and then belay!
O roll the cotton down!

"
37,"Blow, boys, blow","
Oh! blow, my boys,
I long to hear you!
Blow, boys, blow!
Oh! blow, my boys,
I long to hear you!
Blow, my bully boys, blow.

O were you ever in Congo River?
O yes, I've been in the Congo River.

O Congo she's a mighty river,
Where fever makes the white man shiver.

O yonder comes the ""Arrow"" packet,
She fires a gun, don't you hear the racket?

O yonder comes a Creole lady,
I'm sure she's a nigger baby.

A Yankee ship comes down the river,
Her masts and yards they shine like silver.

And how d'ye known she's a Yankee clipper?
By the stars and bars that fly above her.

And who d'ye think's the skipper of her?
Why, ""Holy Joe"", the nigger lover.

And who d'ye think's the chief mate of her?
Why, Boss-Eyed Bill, the Bowery Runner.

And what d'ye think they've got for cargo?
Why ""black sheep"" that have run the embargo.

And what d'ye think they get for dinner?
Why, bullock's heart and donkey's liver.

O blow, my boys, and blow forever,
O blow me down to the Congo River.
"
38,Blow Bullies Blow,"
A Yankee ship comes down the river,
Blow, boys, blow!
A Yankee ship with a Yankee skipper,
Blow, my bully boys, blow!

2. How do you know she's a Yankee clipper;
Blow, boys, blow!
Because her masts and yards shine like silver.
Blow, my bully boys, blow!

3. Who do you think is captain of her?
Blow, boys, blow!
Old Holy Joe, the darky lover.
Blow, my bully boys, blow!

4. What do you think she's got for cargo?
Blow, boys, blow!
Why, ""black sheep"" that have run the embargo.
Blow, my bully boys, blow!

5. What do you think they'll have for dinner?
Blow, boys, blow!
Why, monkeys' tails and bullocks' liver.
Blow, my bully boys, blow!

6. O, blow today and blow tomorrow,
Blow, boys, blow!
O, blow me down to the Congo River!
Blow, my bully boys, blow!
"
39,Blow the Wind Westerly,"
Up jumps a crab with his crooked legs
Saying ""you play the cribbage and I'll stick the pegs""
Singing blow the wind westerly, let the wind blow
By a gentle nor'wester how steady she goes

2. Up jumps a dolphin with his chuckle-head
He jumps on the deck saying ""pull out the lead!""
Singing blow the wind westerly, let the wind blow
By a gentle nor'wester how steady she goes

3. Up jumps a flounder so flat on the ground
Saying ""damn your old chocolate, mind how you sound""
Singing blow the wind westerly, let the wind blow
By a gentle nor'wester how steady she goes

4. Up jumps a salmon so bright as the sun
He jumped down between the decks and fired off a gun
Singing blow the wind westerly, let the wind blow
By a gentle nor'wester how steady she goes

5. Up jumps a whale, the biggest of all
He jumped up aloft and he's pawl after pawl
Singing blow the wind westerly, let the wind blow
By a gentle nor'wester how steady she goes

6. Up jumps a herring, the king of the sea
He jumps up on deck saying ""helms a-lee!""
Singing blow the wind westerly, let the wind blow
By a gentle nor'wester how steady she goes

7. Up jumps a shark with his big row of teeth
He jumped up between the decks and shook out the reefs
Singing blow the wind westerly, let the wind blow
By a gentle nor'wester how steady she goes
"
40,"Blow, Ye Winds","
'Tis advertised in Boston,
New York and Buffalo,
Five hundred brave Americans,
A-whaling for to go, singing,
Chorus:
Blow, ye winds in the morning,
And blow, ye winds, high-o!
Clear away your running gear,
And blow, ye winds, high-o!

2. They send you to New Bedford,
That famous whaling port,
And give you some land-sharks
To board and fit you out.
Chorus:

3. They send you to a boarding house,
There for a time to dwell;
The thieves they there are thicker
Than the other side of hell!
Chorus:

4. They tell you of the clipper ships
A-going in and out,
And say you'll take five hundred sperm
Before you're six months out.
Chorus:

5. It's now we're out to sea, my boys,
The wind comes on to blow;
One half the watch is sick on deck,
The other half below.
Chorus:

6. But as for the provisions,
We don't get half enough;
A little piece of stinking beef
And a blamed small bag of duff.
Chorus:

7. Now comes that damned old compass,
It will grieve your heart full sore.
For theirs is two and thirty points
And we have forty four.
Chorus:

8. Next comes the running rigging,
Which you're all supposed to know;
'Tis ""Lay aloft, you son of a gun,
Or overboard you go!""
Chorus:

9. The coopers's at the vise bench,
A-making iron poles,
And the mate's upon the main hatch
A-cursing all our souls.
Chorus:

10. The Skipper's on the quarterdeck
A-squinting at the sails,
When up aloft the lookout sights
A school of whales.
Chorus:

11. ""Now clear away the boats, my boys,
And after him we'll travel,
But if you get too near his fluke,
He'll kick you to the devil!""
Chorus:

12. Now we have got him turned up,
We tow him alongside;
We over with our blubber hooks,
And rob him of his hide.
Chorus:

13. Now the boat steerer overside
The tackle overhauls,
The Skipper's in the main-chains,
So loudly does he bawl!
Chorus:

14. Next comes the stowing down, my boys,
'Twill take both night and day,
And you'll all have fifty cents apiece
On the hundred and ninetieth lay.
Chorus:

15. Now we are bound into Tonbas,
That blasted whaling port,
And if you run away, my boys,
You surely will get caught.
Chorus:

16. Now we are bound into Tuckoona,
Full more in their power,
Where the skippers can buy the Consul up
For half a barrel of flour!
Chorus:

17. But now that our old ship is full
And we don't give a damn,
We'll bend on all our stu'nsails
And sail for Yankee land.
Chorus:

18. When we get home, our ship made fast,
And we get through our sailing,
A winding glass around we'll pass
And damn this blubber whaling!
Chorus:
"
41,Bold Dighton,"
Come all you bold heroes that plough the rough main,
Give ear to our story, the truth I'll explain.
It was our misfortune which happened in great war,
And how we escaped from the French at Bastar.
2. We were then confined on the Guadaloupe shore,
Of true valiant seamen four hundred or more,
Shut up in a small compass being greatly distressed,
With painful disease and famine oppressed.
3. A gallant young hero, from Saint Lucia he came,
Both generous and wealthy, called Dighton by name.
He had the heart of a lion, the soul of a prince,
And friends's kind impulse to us did evince.
4. He came to our prison, he mourned our sad fate,
He launched out his gold to relieve our sad state.
Five hundred bright guineas he gave, I am sure,
Which did greatly relieve us in this distressed hour.
5. At this generous action the French did complain.
They soon did confine him with fetters and chains
With us in the prison, it was them we might see,
But from his chains and fetters we soon set him free.
6. Says Dighton, ""My boys, if you'll take my advice,
Now if you'll prove constant it is done in a trice.
For 'tis down by yon pier the Tyger does lay,
A stout and fine coaster, she is fit for the sea.

7. ""The captain's on shore and we have all things on board,
A plenty of cannons, pikes, pistols, and swords.
Now if you will prove constant and stand by my side,
We will board her, my boys, and we will sail the next tide.""

8. Then at this adventure we all did agree,
Each breast loaded with ardor to fight and be free.
""Come give us your signal,"" each sailor replied,
""We are ready to conquer, or die by your side.""

9. ""Prepare for the conflict, no longer delay.
But keep yourselves cool, boys, my orders obey.""
Three gallant young seamen as seconds he chose.
Our signal for freedom was, ""Death to our foes!""

10. Then out of prison we all rushed amain.
The three guns were fired, the French guards were slain.
On board of the Tiger we soon rushed our way.
We cut both her cables and stood out to sea.

11. Which caused a sad rumpus, it being midnight.
The Frenchmen bawled out in a terrible fright,
""Mon Dieu, fracter engie!"" Drums beat and bells toll,
Our hero shouts, ""Freedom!"" to each valiant soul.

12. Their fortress was open, their cannon did play,
Their shot flew iike hail as we got under way.
They shattered our spars as we sailed from the shore.
To bid them good-bye we a broadside let pour.

13. Then out of all danger we thought ourselves clear,
But for this mistake we did pay very dear.
Next morning at dayiight it was there we espied
The Lion, a corvette, hang down on our side.

14. She plied us with grapeshot with broadside so sore,
Which caused the Tiger to make her guns roar.
With thirty-six eighteens the Lion did growl,
And eighteen brass nines the fierce Tiger did bowl.

15. Yard-arms and broadsides, for three glasses we lay,
At length our broadside cut her mainmast away.
Says Dighton, ""My boys, if you are tired of this fun
You now have your choice, to fight or to run!""

16. To spare blood and slaughter the crew did incline.
To run down the corvette it was our design.
But at this same moment she grappled us fierce,
And then sword in hand was our only resource.

17. To board and to slaughter they were fully bent.
To give us no quarters was their sole intent.
To board us thrice over they tried with this view,
But they were repulsed by the Tiger's bold crew.

18. Then Dighton cried out as each hero should feel,
Whose eyes transferred fury like bright burnished steel,
""There is death to each man on the point of my sword.
Come all my bold heroes, let us jump overboard!""

19. Then over the bulwark he jumped like a roe.
One stroke from his sabre laid two Frenchmen low.
On board of the corvette we all rushed so fierce
That soon from their quarters the French did disperse.

20. Steel sparkle, pikes rattle, and swords loudly clash,
And the blood on her decks like salt water did dash.
Her scuppers with huge streams of crimson did pour,
And the blue seas all round us rolled purple with gore.

21. Three hundred brave seamen were slain of their crew,
When the Frenchmen gave out and they cried, ""Mon Dieu!""
They fell on their knees and their weapons let fall,
And then our bold hero for quarter did call.

22. We soon gave them quarter and then we did hear
That for to engage us they did volunteer.
They trebled our metal with e'en two for one,
But Fortune's kind favor saved Freedom's bold son.

23. Then Dighton cried out, ""Now the battle is o'er,
Let the French learn this lesson and teach it on shore,
Go back to their country and friends and take care
To treat well in future each prisoner of war!""

24. To conduct the French back we the Tiger then gave,
Our seamen were generous and valiant and brave;
Then down to Antigua with our corvette we bore,
And on the next morning we all jumped ashore.

25. Drink a health to each seaman that ploughs the rough main.
May each, crowned with laurels, return home again.
May the fair of our country some gratitude show
To the sons of the ocean that fight the proud foe.

26. And as for brave Dighton, our true valiant friend,
May glories pursue him while honors attend,
And when he does die may each seaman draw near,
Come kneel at his tombstone and let fall a tear.
"
42,The Bold Princess Royal,"
On the fourteenth of February we sailed from the land
In the bold Princess Royal bound for Newfoundland
We had forty bright seamen our ship’s company
So boldly from the Eastward to the Westward bore we.

2. We had not been sailing scarce days two or three
When a man from our topmast a sail he did see
Come bearing down on us to see where we bore
And under her mizzen black colours she bore.

3. Great God cried our captain what shall we do now
Here comes a bold pirate to rob us I know
Oh no cried our chief mate that shall not be so
We will shake out our reef me boys and away from him we’ll go.

4. It was the next morning at the dawning of the day
This lofty large pirate shot under our lee
Whence came you cried the pirate we answered him so
We are out of fair London bound for Callao.

5. Then back your main topsails and heave your ship to
For I have a letter to send down to you
If I back may topsail and heave my ship to
It will be for some pilot and not alongside you.

6. He chased us to the Eastward all that livelong day
He chased us to the Westward but he couldn't make no way
He fired some shots after us but none did prevail
And the bold Princess Royal soon showed him her tail.

7. Oh now cried our captain the pirate is gone
Go down for your grog boys go down every one
Go down for your grog boys and be of good cheer
For while we’ve got sea room bold lads never fear.
"
43,Bold Riley,"
Our anchor's aweigh and our sails are all set,
Bold Riley-oh, boom-a- lay!
And the folks we are leaving, we'll never forget,
Bold Riley-oh, gone away!

Chorus:
Goodbye, me darlin', goodbye, me dear-oh,
Bold Riley-oh, boom-a-lay,
Goodbye, me darlin' goodbye, me dear-oh,
Bold Riley-oh, gone away.

2. Wake up Mary Ellen, and don't look so glum,
Bold Riley-oh, boom-a- lay!
By Whitestocking time, you'll be drinking hot rum.
Bold Riley-oh, gone away!
Chorus:

3. The rain it is raining now all the day long,
Bold Riley-oh, boom-a- lay!
And the northerly wind, it does blow so strong.
Bold Riley-oh, gone away!
Chorus:

4. We're outward and bound for Bengal bay,
Bold Riley-oh, boom-a- lay!
Get bendin', me boys, it's a hell of a way.
Bold Riley-oh, gone away!
Chorus:
"
44,Boney,"
Boney was a warrior
Away, a- yah!
A warrior and a terrier
Jean Francois!*

2. Boney fought the Russians
Away, a- yah!
The Russians and the Prussians.
Jean Francois!

3. Moscow was a-blazing
Away, a- yah!
And Boney was a-raging.
Jean Francois!

4. Boney went to Elba
Away, a- yah!
Boney he came back again.
Jean Francois!

5. Boney went to Waterloo
Away, a- yah!
There he got his overthrow.
Jean Francois!

6. Then they took him off again
Away, a- yah!
Aboard the Billy Ruffian.
Jean Francois!

7. He went to Saint Helena,
Away, a- yah!
There he was a prisoner,
Jean Francois!

8. Boney broke his heart and died
Away, a- yah!
Away in Saint Helena
Jean Francois!

9. Give her the t'gan's'ls
Away, a- yah!
Its a weary way to Baltimore.
Jean Francois!

10. Drive her, Cap'n, drive her
Away, a- yah!
And bust the chafing leather.
Jean Francois!
"
45,The Bonnie Ship the Diamond,"
The Diamond is a ship me lads,
For the Davis Straits she's bound
And the Quay it is all garnished
With bonnie lassies round
Captain Thompson gives the order
To sail the ocean wide
Where the sun it never sets me lads
Nor darkness dims the sky.

Chorus:
And it's cheer up, me lads
Let your hearts never fail,
For the bonnie ship The Diamond
Goes a-fishing for the whale!

2. Along the quay at Peterhead
The lassies stand around
Wi' their shawls all pulled about them
And the salt tears runnin' down
Oh don't you weep, my bonnie lass,
Though you be left behind
For the rose will grow on Greenland's ice
Before we change our mind.
Chorus:

3. Here's a health to The Resolution,
Likewise the Eliza Swan
Here's a health to the Battler of Montrose
And The Diamond ship of fame
We wear the trousers of the white
And the jackets of the blue
When we return to Peterhead,
We'll hae sweethearts enoo.
Chorus:

4. It;ll be bright both day and night
When the Greenland lads come hame
Wi' a ship that's fu' o' oil me lads
And money to our name
We'll make the cradles for to rock
And the blankets for to tear
And every lass in Peterhead
Sing hushabye my dear!
Chorus:
"
46,Boston Harbor,"
From Boston harbor we set sail
And the wind was blowin' the devil of a gale
With the ring-tail set all about the mizzen peak
And the dolphin striker plowin' up the deep
Chorus:
With a big bow wow, tow row row
Fal dee rall dee di do day.

2. The up steps the skipper from down below
And he looks aloft, boys, and he looks alow
And he looks alow and he looks aloft
And it's tighten up your ropes, boys, fore and aft.
Chorus:

3. Then it's down to his cabin he quickly falls
To his poor old steward then he bawls
""Fix me a glass that will make me cough
'Cause it's better weather here than it is up aloft.""
Chorus:

4. While it's we poor seamen that are up on the decks
With the blasted rain falling down our necks
And not a drop of grog will he afford
For he damns our eyes with every other word.
Chorus:

5. Now there's just one thing we all do crave
That he will find a watery grave
We will heave him down into some dark hole
Where the sharks'll have his body and the Devil have his soul.
Chorus:

6. Now the old bugger is dead and gone
And damn his eyes, he's left a son
And if to us he doesn't prove frank
We'll very soon make him walk the plank.
Chorus:
"
47,Botany Bay,"
Come all ye young men of learning,
And a warning take from me,
I would have you quit night walking,
And shun bad company,
I would have you quit night walking,
Or else you'll rue the day,
You'll rue your transportation, lads,
When you're bound for Botany Bay
2. I was brought up in London town,
At a place I know full well,
Brought up by honest parents,
For the truth to tell.
Brought up by honest parents,
And reared most tenderly,
Till I became a roving blade,
Which proved my destiny.
3. My character was shaken,
And I was sent to jail.
My friends they tried to clear me,
But nothing could prevail.
At the old Bailey sessions,
The judge to me did say:
The jury found you guilty, lad,
So you go to Botany Bay.
4. It was on May the twenty eight,
From England we did steer,
And all things being safe on board,
We sailed down the river clear.
And every ship that we passed by,
We heard the sailors say:
Good thing it's them not us, ho! ho!
That are bound for Botany Bay.
5. There is a girl in Manchester,
A girl I know quite well,
And if I ever get set free,
With her I intend to dwell.
Which means, I mean to marry her,
And no more go astray,
I'll shun all evil company,
Bid adieu to Botany Bay.
"
48,Brave Marin,"
: Brave marin revient de guerre
Tout doux :
Tout mal  chaussé, tout mal vêtu.
Brave marin, d'où reviens-tu?
Tout doux.

2. : Madame, je reviens de guerre
Tout doux :
Qu'on apporte ici du vin blanc
Que le marin boit en passant.
Tout doux.

3. : Brave marin se mit à boire
Tout doux :
Se mit à boire et à chanter
L'hôtesse se mit à pleurer.
Tout doux.

4. : Qu'avez vous donc, dame l'hôtesse?
Tout doux :
Regrettez-vous votre vin blanc
Que le marin boit en passant?
Tout doux.

5. : Ce n'est pas mon vin que je regrette,
Tout doux :
Mais je pleure pour mon mari,
Monsieur, vous ressemblez à lui.
Tout doux.

6. : Mais dites-moi, dame l'hôtesse,
Tout doux :
Vous aviez de lui trois enfants
Et j'en vois quatre à présent.
Tout doux.

7. : J'ai tant reçu de fausse lettres
Tout doux :
Qu'il était mort et enterré
Que je me suis remariée.
Tout doux.

8. : Brave marin vida son verre
Tout doux :
Et sans rien dire, et en pleurant,
Il a rejoint son bâtiment.
Tout doux.
"
49,British Man O' War,"
It was down in yonder meadow,
I carelessly did stray,
There I beheld a lady fair,
All with a sailor gay,
He said, My lovely fair maid,
I soon must leave this shore,
To cross the briny ocean
In a British Man-of-War.
2. Fair Susan fell to weeping,
Young sailor"" she did say,
Oh do not be so venturesome,
As to throw your life away,
For when that I am twenty-one
I shall receive my store,
So I pray you do not venture
On a British Man-of-War.

3. Oh, Susan lovely Susan,
The truth to you I'll tell,
The British Flag insulted is,
All England knows it well,
I may be crowned with laurels,
All like some jolly tar,
So I'll face the walls of China
In a British Man-of-War.

4. Oh do not be so venturesome
As to face the cruel Chinese,
For they will prove as treacherous
As any Portugese,
And by some deadly dagger,
You may receive a scar,
So William do not venture
On a British Man-of-War.

5. Oh Susan lovely Susan,
The time will quickly pass.
Will you come to the Ferry-House
To take a parting glass?
For my ship-mates they are ready,
To row me from the shore,
And I'll fight for Englands' glory,
In a British Man-of-War.

6. Then he took out his handkerchief
And he tore it clean in two,
Saying, Take this dearest Susan
And I'll do the same by you.
When the bullets they surround me
And the cannons they do roar,
I'll fight for Fame and Susan
On a British Man-of-War.
"
50,Brother Noah,"
Brother Noah, Brother Noah,
May I come into the Ark of the Lord?
For it's growing very dark and it's raining very hard
Halleloo, halleloo, hal-le-loo-oo-oo-oo-ia.
2. No, you can't sir, no, you can't, sir,
You can't come into the ark of the Lord
Though it's growing very dark and it's raining very hard.
Halleloo, halleloo, hal-le-loo-oo-oo-oo-ia.
3. Very well, sir, very well, sir,
You can go to the dickens with your darned old scow,
'Cause it ain't goin'to rain very hard no how.
Halleloo, halleloo, halleloo-oo-oo-oo-ia
4. That's a lie, sir, that's a lie, sir,
You can darn soon tell that it ain't no sell
'Cause it's sprinklin' now, and it's gonna rain like hell.
Halleloo, halleloo, halleloo-oo-oo-oo-ia
"
51,Bully in the Alley,"
So‚ help me Bob, I'm bully in the alley,
Way, ay, bully in the alley!
So‚ help me Bob, I'm bully in the alley,
Bully down in ""Shinbone Al""!

2. Sally am de gal down in our alley,
Way, ay, bully in the alley!
Sally am de gal, that I spliced nearly,
Bully down in ""Shinbone Al""!

3. I'll leave my Sal an' I'll go a-sailin',
Way, ay, bully in the alley!
I'll leave my Sal an' I'll go a-sailin',
Bully down in ""Shinbone Al""!
"
52,"Bye-bye, my Roseanna","
The boats are sailing around the bend,
Bye-bye, my Roseanna.
All loaded down with fishermen
I won't be home tomorrow.

Refrain:
Bye-bye, bye-bye, bye-bye, bye-bye,
Bye-bye, my Roseanna.
Bye-bye, bye-bye, bye-bye, bye-bye,
I won't be home tomorrow.

2. A dollar a day's a sailors pay
Bye-bye, my Roseanna.
It´s easy come, easy slip away
I won't be home tomorrow.
Refrain:

3. Oh Roseann, sweet Roseann
Bye-bye, my Roseanna.
I'm going away, but not to stay
I won't be home tomorrow.
Refrain:

4. We're sailing North, across the bay
Bye-bye, my Roseanna.
We won't be back for many a day
I won't be home tomorrow.
Refrain: (x2)

Oh Roseann, my Roseann
Bye-bye, my Roseanna.
Oh Roseann, sweet Roseann
I won't be home tomorrow.
Refrain:
Bye-bye, bye-bye, bye-bye, bye-bye,
Bye-bye, my Roseanna.
Bye-bye, bye-bye, bye-bye, bye-bye,
I won't be home tomorrow.

2. The ships are sailing around the bend,
Bye-bye, my Roseanna.
All loaded down with fishermen
I won't be home tomorrow.
Refrain:

3. A dollar a day's a fishermans pay
Bye-bye, my Roseanna.
It's easy come, easy go away
I won't be home tomorrow.
Refrain:

4. We're bound away, across the bay
Bye-bye, my Roseanna.
We're bound away at the break of day
I won't be home tomorrow.
Refrain:

5. Oh Roseann, sweet Roseann
Bye-bye, my Roseanna.
Oh Roseann, sweet Roseann
I won't be home tomorrow.
Refrain: (x2)
"
53,Can't You Dance the Polka?,"
I came down to Bowery one evening in July;
I met a maid who asked my trade and a sailor John said
I then away you Santy, my dear Annie,
Oh, you New York girls, can't you dance the polka?

"
54,Cape Cod Girls,"
Cape Cod girls they have no combs,
Haul away, haul away!
Combs their hair with cod fish bones.
And we're bound for south Australia!

2. Heave her up me bully, bully boys.
Haul away, haul away!
Heave her up and don't ye make no noise,
And we're bound for south Australia!

3. Cape Cod cats don't have no tails,
Haul away, haul away!
Lost them all in southeast gales.
And we're bound for south Australia!

4. Cap Cod kids don't have no sleds,
Haul away, haul away!
They slide down hills on cod fish heads.
And we're bound for south Australia!

5. Cape Cod ladies don't have no frills,
Haul away, haul away!
Skinny and light as codfish gills.
And we're bound for south Australia!

6. Cape Cod folks don't have no ills,
Haul away, haul away!
Cape Cod doctors feed 'em Codfish pills.
And we're bound for south Australia!

Cape Cod girls, they have no combs!
Heave away! Heave away!
They comb their hair with codfish bones;
We are bound for Australia!
Chorus:
Heave awy me bully bully boys!
Heave away! Heave away!
Heave away and don't ye make a noise;
We are bound for Australia!

2. Cape Cod cats, they have no tails!
Heave away! Heave away!
They lost them all in southeast gales!
We are bound for Australia!
Chorus:

3. Cape Cod boys, they have no sleds!
Heave away! Heave away!
They slide down hills on codfish heads!
We are bound for Australia!
Chorus:

4. Cape Cod ladies have no frills!
Heave away! Heave away!
Thin and light as codfish gills!
We are bound for Australia!
Chorus:

5. Cape Cod folks they have no ills!
Heave away! Heave away!
The Cape Cod doctors give codfish pills!
We are bound for Australia!
Chorus:
"
55,Cheerily Man,"
O Nancy Dawson, Hio!
Cheer'ly man;
She's got a notion Hio-o!

Refrain:
Cheer'ly man;
For our old bo'sun, Hio!
Cheer'ly man, O!
Hauley, Hio-o!
Cheer'ly man.

2. O Betsy Baker, Hio!
Cheer'ly man;
Lived in Long Acre, Hio-o!
Cheer'ly man;
Married a Quaker. Hio!
Refrain:

3. O Sally Rackett Hio!
Cheer'ly man;
Pawned my best jacket, Hio-o!
Cheer'ly man;
And kept the ticket. Hio!
Refrain:

4. O the ladies of town, Hio!
Cheer'ly man;
All soft as dawn, Hio-o!
Cheer'ly man;
In their best gown. Hio!
Refrain:

5. O Polly Hawkins, Hio!
Cheer'ly man;
With her white stocking, Hio-o!
Cheer'ly man;
Beats all at talking. Hio!
Refrain:

6. O Kitty Carson, Hio!
Cheer'ly man;
Jilted the parson, Hio-o!
Cheer'ly man;
Married a mason. Hio!
Refrain:

7. O haughty cocks, Hio!
Cheer'ly man;
O split the blocks, Hio-o!
Cheer'ly man;
O stretch her luff. Hio!
Refrain:
"
