,title,lyrics
47,"
                  Gimme de Banjo |                     ",
48,"
                  The Chinee Bumboatman |                     ","
I’ll sing ye a story o’ trouble an’ woe,
That’ll cause ye to shudder and shiver,
Concernin’ a Chinese bumboat man that sailed the Yangtze river.
He wuz a heathen o’ high degree, as the joss-house records show,
His family name was Wing Chang Loo,
But the sailors all called him Jim Crow-ee-eye-oh-ee-eye!Hitch-y-kum, kitch-y-kum, yah, yah, yah
Sailormen no likee me
No savy the story of Wing Chang Loo
Too much of the bob-er-eye-ee, kye-eyeNow Wing Chang Loo he fell in love, with a gal called Ah Chu Fong,
She `ad two eyes like pumpkin seeds, an’ slippers two inches long,
Rut ah Chu Fong loved a pirate bold with all her heart an’ liver,
He wuz the capitan of a double-decked junk,
An’ he sailed the Yangtze river-eye-iver-eye![Chorus]
When Wing Chang Loo he heard o’ this, he swore an’ `orrible oath:
If Ah Chu marries that pirate bold, I `ll make sausage meat o’ them both!
So he hoisted his blood-red battle flag, put into the Yangtze river,
He steered her east an’ south an’ west,
Till that pirate he did diskiver-eye-iver-eye![Chorus]
The drums they beat to quarters an’ the cannons did loudly roar,
The red `ot dumplin `s flew like lead, an’ the scuppers they ran with gore.
The pirate paced the quarterdeck with never a shake nor a shiver,
He wuz shot in the stern wid’ a hard-boiled egg,
That penetrated his liver-eye-iver-eye![Chorus]
The dyin’ pirate feebly cried, “We’ll give the foe more shot,
If I can’t marry Ah Chu Fong, then Wing Chang Loo shall not!”
When a pease-pudden `ot hit the bumboat’s side, it caused a `orrible scene,
It upset a pot of `ot bow-wow soup,
An’ exploded the magaye-eenee-ayeeenee!"
49,"
                  Andrew Rose |                     ","Andrew Rose, the British sailor
Now to you his woes I’ll name
‘Twas on the passage from Barbados
Whilst on board the Mary Jane.Wasn’t that most cruel usage
Without a friend to interpose?
How they’ve whipped and mangled,
Gagged and strangled
The British sailor, Andrew Rose.2. ‘Twas on the quarter-deck they laid him,
Gagged him with an iron bar;
Wasn’t that most cruel usage
To put upon a British tar?[Chorus]
3. ‘Twas up aloft the Captain sent him
Naked beneath the burning sun,
Whilst the mate did follow after,
Lashing him till the blood did run.[Chorus]
4. The captain gave him stuff to swallow;
Stuff to you I will not name,
Whilst the crew got sick with horror,
While on board the Mary Jane.[Chorus]
5. ‘Twas in a water-cask they put him;
Seven long days they kept him there.
When loud for mercy Rose did venture,
The Captain swore no man should go there.[Chorus]
6. For twenty days they did ill-use him,
When into Liverpool they arrived.
The Judge he heard young Andrew’s story;
“Captain Rodgers, you must die.”[Chorus]
7. Come all ye friends and near relations,
And all ye friends to interpose;
Never treat a British sailor
Like they did young Andrew Rose"
50,"
                  All Bound to Go |                     ","There’s some is bound for New York townAnd others is bound for France,Heave away me Johnnies, heave, heave away; And there’s some is bound for the Bengal BightTo teach the whales to dance,And away me bully boys we’re all bound to go. An advance pay in our pockets boysIt’s bound to take us far,We’ll cruise along old Lime Street,And straight to the American Bar. In two days time we’ll put to seaDown the Mersey we will slip;And the flash gals will be waitingWhen we gets home next trip. Yhe pilot he is a-waitingThe turning of the tide,And soon we will be sailingWith a good and a westerly wynd. And when we gits back home aginOur pockets lined once more,We’ll spend it all wiv them flash gelsThen goo to sea one more. So merrily let yer voices ringMe bullies heave and bust,Ain’t no use caterwallin’,Growl ye may but go ye must."
51,"
                  Shellback Song |                     ",
52,"
                  The Mauritania |                     ","Now in 1924,I found myself in Liverpool on the floorSo I went to the Cunard office doorAnd got a job on the Mauritania [Chorus]She surely was a slaverAh to hell with the Mauritania Well, the Mauritania is a wonderful sightShe’s 64 fires all burning brightAnd they worked you hard from morning till nightTrying to fire the Mauritania [Chorus] Now the Mauritania’s coal was full of slateAnd that’s what’s buggered the 4 to 8Yes, that’s what’s buggered the 4-8Trying to fire the Mauritania [Chorus] Ah but the 8 – 12 we’re much better menBut we were buggered by half past tenYes, we were buggered by half past tenTrying to fire the Mauritania [Chorus] Now the fan’s on the bum and the fire won’t drawAnd that’s what’s beaten the 12 – 4Yes, that’s what’s beaten the 12-4All aboard the Maurtitania [Chorus] So come all you firemen listen to meA Cunard greyhound spells purgatorySo, stick to the coast and don’t go deep seaTrying to fire the Mauritania [Chorus]  "
53,"
                  Way Down in Dixie |                     ",
54,"
                  I’m a Man You Don’t Meet Everyday (Mike Stanley Version) |                     ","I’m leaving old England, the land that I loveI’m bound far across the seaI’m bound for Australia, the land of the freeWhere there’ll be a welcome for me [Chorus]So fill up your glasses and drink what yous pleaseFor whatever’s the damage I’ll payAnd go easy and free, while you’re drinking with meSure I’m a man yous don’t meet everyday When I board my ship, for the south’ard to goShe’ll be looking so neat and so fineAnd as I land aboard with me bags and me storesFrom the dockside they’ll cast every line [Chorus] To the Landsend we’ll tow with the crew all so tightWave a hearty goodbye to the shoreWe’ll drink a last drop to England’s green landAnd the next day we’ll curse our heads sore [Chorus] We’ll cast off the tug and sheet home topsails tightAnd the crew will crowd sail upon sailAnd with the wind blowing strong, we will just roll alongAnd by morning many jibs will turn pale [Chorus] We’ll beat past the oceans and down to the bayWhere the west wind it blows fine and strongWe’ll soon get the trades and we should make good timeTo the Southard we’ll then roll along [Chorus] We’ll then round  the cape with our flying kites inAnd the forties will sure try their bestAnd we’ll run down our eas with our yards all set squareAnd the wind roaring out of the west [Chorus] We’ll then pass Cape Lewin all shipshape and trimAnd head up to Adelaide portOn the semaphore roads we’ll then drop our hookAnd ashore boys we’ll head for some sport [Chorus] When I’ve worked in Australia for twenty long yearsOne day I’ll head homeward boundWith a nice little nest egg tucked under me wingWith a steamer I’ll travel, I’m bound [Chorus] Oh, it’s goodbye to Sally and goodbye to SueWhen I’m leaving Australia so freeWhere the girls are so kind, but the one left behindIs the one that’ll one day splice me [Chorus]      "
55,"
                  The Banks of Newfoundland |                     ",
56,"
                  Brinnisi di marinara (Lampa) |                     ","Sung to the tune of Reubin Ranzo (or Reubin Ranzo is sung to this tune, depending on your perspective).Sciucamini sta lampaLampabo LampaDi cca nun si nni jemuLampabo Lampa Si sta lampa ni l’asciucamuE nui rosoliu vulemu La misculanza ci l’ammu a fariE nui cca semu Ciuccamuni sta lampaSaluti ciavi a dari A cui nni fa travagghiariE ci l’avemu ammugghiari Un biscutteddu n’avi a dariBac-cu!  "
57,"
                  Pamir |                     "," I’ll tell you a story, one so old and trueAll about a bonny barque sailed the ocean blueHer name was Pamir me boys, build in 1905Built for the Nitrate trade, for the Flying P Line [Chorus]Farewell Pamir, farewell and adieu,Farewell you bonny barque, farewell to your gallant crewNo more will we see you, nor your likes againSailing o’er Pacific blue, sailing over the main. Ten thousand tonnes of steel, four masts so highEver reaching up me boys, reaching for the skyShe bravely sailed around Cape Horn, sailed oh so proudBillowing sails up aloft, a wondrous canvas cloud [Chorus] She flew the Finnish flag then, back in ’41Sailed into Wellington, the war had just begunShe was claimed as a prize, went to sea againKiwi lads at the helm, made for ‘Frisco Bay [Chorus] Sailing o’er Pacific blue, Pamir under sailMet a Japanese submarine, lying there in waitCommander Kudo of the sub, looked at her with awe‘I cannot sink this lovely ship, sail forever more’ [Chorus] After the war she sailed the last grain raceAustralia to England 128 daysA German company bought her then ’twas in ’49A training ship for young cadets, she served them well and fine [Chorus] The year was ’57 lads, it was an awful day,Pamir faced a raging storm, faced those monstrous wavesAtlantic Ocean’s a lonely place, Pamir’s in her graveEighty men did die that day, six only were saved More info: http://en.wikipedia.org/wiki/Pamir_(ship)"
58,"
                  Paddle Your Own Canoe |                     ","I’ve travelled about a bit in me time, of troubles I’ve seen a few
I found it far better in every clime to paddle me own canoe
Me wants they are small I care not at all, me debts they are paid when due
I drive away strike from the ocean of life and paddle me own canoe[Chorus]
And I have no wife to bother me life, no lover to prove untrue
The whole day long I laugh with the song and paddle me own canoeSo love everybody, trust only the few as the world I go travelling through
And never sit down with a tear and a frown, but paddle your own canoe
I rise with the lark from daylight to dark, I do what I have to do
I’m careless in wealth, I’ve only me health to paddle me own canoe[Chorus]It’s all very well to depend on a friend, that is if you proved him true
You’ll find it better by far in the end to paddle your own canoe
To borrow is dearer by far than to buy, a saying though old still true
You never will sigh if you only will try to paddle your own canoe[Chorus]Though England has ruled our small little land and manys the country too
Just take my advice and never think twice to paddle your own canoe
It’s better I say to make your own way as the world you go travelling through
You never will sigh if you only will try to paddle your own canoe[Chorus]"
59,"
                  I Came To A Western Island |                     ",
60,"
                  Old Moke Picking on a Banjo |                     ","He-bang, she-bang, daddy shot a bear
Shot it in the stern/arse, me boys, and never turned a hair[Refrain]We’re all from the railroad, too-rer-loo
Oh, the old moke pickin’ on the banjo.[Chorus]:Hooraw! What the hell’s the row?
 We’re all from the railroad, too-rer-loo
 We’re all from the railroad, too-rer-loo
 Oh, the old moke pickin’ on the banjo!Pat, get back, take in yer slack. Heave away, me boys;
Heave away, me bully boys, why don’t ye make some noise?[Chorus]Roll her, boys, bowl her, boys, give ‘er flamin’ gip,Drag thc anchor off the mud, an’ let the barstard rip ![Chorus]Rock-a-block, chock-a-block, heave the caps’n round,Fish the flamin’ anchor up, for we are outward bound.[Chorus]Out chocks, two blocks, heave away or bust,
Bend yer backs, me bully boys, kick up some flamin’ dust.[Chorus]Whisky-O, johnny-O, the mudhook is in sight,
‘Tis a hell-of-a-way to the gals that wait, an’ the ol’ Nantucket Light; "
61,"
                  (Bound for the) Rio Grande |                     ","Oh, say, wuz ye ever down Rio Grande?
[Refrain]‘Way for Rio!It’s there that the river flows down golden sands!
[Refrain] An’ we’re bound for the Rio Grande,[Chorus]Then away, bullies, away!
 Away for Rio!
 Sing fare-ye-well, me Liverpool gels,
 An’ we’re bound for the Rio Grande!So heave up the anchor, let’s get it aweigh,
It’s got a good grip, so heave, bullies, ‘way-ay! [Chorus]Oh, where are yiz bound to, my bully boys all?
An’ where are yiz bound for to make yer landfall? [Chorus]We’re bound to the south’ard, me bully boys all,
Bound out to the Brazils, me bully boys all. [Chorus]An’ what’ll ye do there, me bully boys all?
What job will ye do there, me bully boys all?"
62,"
                  Yankee John, Stormalong |                     ","O you Liza Lee
[Refrain] Yankee John, Stormalong
Liza Lee she’s the girl for me
[Refrain] Yankee John, StormalongLiza Lee she promised me
She promised to get spliced to meSo i shipped away across the sea
In a hard case down easter to mirramasheeI promised her a golden ring
She promised me that little thingI promised I would make her mine
O woundn’t we have a jamboree fine?Liza Lee she’s slighted me
Now she will not marry meO up aloft that yard must go
Up aloft from down belowO stretch her boys and show her clew
We’re the boys to kick her through"
63,"
                  Mr Stormalong John |                     ","Stormy’s gone that good old man
[Refrain] To my way hay, Stormalong, John!
O, poor old Stormy’s dead and gone,
[Refrain] To my aye, aye, aye, aye, Mister Stormalong!2. We dug his grave with a silver spade,
His shroud of the finest silk was made.3. We lowered him with a silver chain,
Our eyes all dim with more than rain.4. An able sailor, bold and true,
A good old bosun to his crew.5. He’s moored at last, and furled his sail,
No danger now from wreck or gale.6. I wish I was old Stormy’s son,
I’d build me a ship of a thousand ton.7. I’d fill her up with New England rum,
And all my shellbacks they would have some.8. I’d sail this wide world ’round and ’round,
With plenty of money I would be found.9. Old Stormy’s dead and gone to rest,
Of all the sailors he was the best,"
64,"
                  Larry Marr (Five Gallon Jar) |                     ","In ‘Frisco town there lived a man and Jack Marr was his name;
And in the days of the Cape Horn Trade, he played the Shanghai game.
His wife’s name was Mary Ann, sailors knew both near and far;
An’ when they [played the Shanghai game, the used the big stone jar.[Chorus]In the Old Virginia Lowlands, Lowlands Low
 In the Old Virginia Lowlands Low.The pair thcy played the Shanghai game, wuz known both near an’ far
They nevcr missed a lucky chance to use the big stone jar.[Chorus]A hell-ship she wuz short o’ hands, o’ full red-blooded tars,
Missus an’ Larry would prime the beer in their ol’ big stone jar.[Chorus]Shellbacks an’ farmers jist the same sailed into Larry Marr’s,
And sailed away around the Horn, helped by the big stone jar.[Chorus]In ‘Frisco town their names is known, as is the Cape Horn Bar,
An’ the dope they serve out to ol’ Jack, from the big stone jar.[Chorus]From the Barbary Coast steer clear, me boys, an’ from ol’ Larry Marr,
Or else damn soon shanghaied ye’ll be by Larry’s big stone jar.[Chorus]Shanghaied away in a skys’l-ship around Cape Horn so far,
Goodbye to all the boys and girls and Larry’s five gallon jar"
65,"
                  The Limejuice Ship |                     ","1. Now, if ye want a merchant ship to sail the seas at large,
Ye’ll not have any trouble if ye have a good discharge,
Signed by the Board o’ Trade an’ everything exact,
For there’s nothin’ done on a Lime juice ship contrary to the Act.[Chorus]So haul boys yer weather mainbrace an’ ease away yer lee
 Hoist jibs an’ tawps’ls lads an’ let the ship go free,
 Hurrah, boys, hurrah! We’ll sing this Jubilee,
 Damn an’ legger the Navy, boys,
 A merchant ship for me!2. Now when ye join a merchant ship ye’ll hear yer Articles read.
They’ll tell ye of yer beef an’ pork, yer butter an’ yer bread,
Yer sugar, tea, an’ coffee, boys, yer peas an’ beans exact,
Yer limejuice an’ vinegar, boys, according to the Act.
[Alternative last line: For what’s the use of growlin’ when ye know yer get yer whack.][Chorus]3. No watch an’ watch the first day out, according to the Act.
Ten days out we all lay aft to get our limejuice whack.
Fetch out her handy billy, boys, and clap it on the tack,
For we gonna set the mains’l, oh, according to the Act.[Chorus]4. It’s up the deck, me bully boys, with many a curse we go,
Awaiting to hear eight bells struck that we may go below.
Eight bells is struck, the watch is called, the log is hove exact;
Relieve the wheel an’ go below, according to the Act.[Chorus]"
66,"
                  SIX FEET OF MUD |                     "," Roll on the drums, oh! me time has come
Let’s get it over with before I start to hum in[Chorus]Six feet of mud, six feet of mud,
Nine fathoms of water and six feet of mud.Haul down the flag and sew up the bag
One consolation-the wife can’t nag me in
[Chorus]Fire the last salute and slide me down the chute
But don’t send me overboard in me tiddly suit into
[Chorus]Sound the last post and pray for me ghost
For in three day’s time I’ll be washed up on the coast[Chorus]There’s a billet to let and I hope you don’t forget
To break the news to Greenburgh’s I’m in Crown debt[Chorus]In a year on this tub it’s me first green rub
And there ain’t a man among you can do me a sub[Chorus]I said to the doc “It’s a race against the clock
‘Cos in three hours time we’ll be in dry dock"
67,"
                  Fire Maringo |                     ","Lift him up and carry him along,[Refrain] Fire Maringo, fire him away,Put him down where he belongs[Refrain] Fire Maringo, fire him away!Ease him down and let him lay,
Screw him in and there he’ll stay.Put him in his hole below,
Stay he must and then he’ll go.When I get back to Liverpool town,
I’ll toss a line to little Sally Brown.I’ll haul her high and haul her low,
I’ll bust her blocks and make her go.Sally is a pretty little craft,
Hot shot to the fore and rounded in the aft.Screw the cart and screw him down,
Let’s get the hell back to Liverpool town"
68,"
                  Haul ‘er Away  |                     ","O�Daisy DawsonShe’s got�no drawers onHurrah! Hurrah! For old Daisy DawsonO�Sally Racket
She pawned my jacketO�Betty Baker
Ran off with a QuakerO Susie Skinner
She’s no beginnerO Flora Fanana
Slipped on a bananaO�Rosie Riddle
Broke her new fiddleO�Polly Walker
Ran off with a hawkerO�Kitty Carson
Ran off with a parsonO�Winnie Duckett
Washes in a bucket  "
69,"
                  The 24th of February |                     ",
70,"
                  Flash Frigate |                     ","I sing of a frigate, a frigate of fameAnd in the West Indies she bore a great nameFor cruel, hard treatment of every degreeLike slaves in the galleys we ploughed the salt sea [Chorus]Derry Down, Down, Down Derry Down At four in the morning our day’s work begunCome, lash up your hammocks, boys, every one.Seven turns with the lashing so neatly must showAnd all of one size through a hoop they must show [Chorus]The next thing we do is to holystone the decksMizzen-topmen from the forehatch their buckets must fetchAnd its fore and main topmen so loudly they bawlCome, fetch up your holystones, squilgees and all [Chorus]The decks being scrubbed and the rigging coiled downIt’s clean up your bright work which is found all aroundYour gun-caps and aprons so neatly must shineAnd in white frocks and trousers you must all toe the line [Chorus]The next thing we hear is “All hands to make sailWay aloft!” and “Lay out!” and “Let fall!” is the hailO, your royals and your skysails and moonsails so highAt the sound of the call your skyscrapers must fly [Chorus]But now, my brave boys, comes the best of the funAll hands about ship and reef topsails in oneO, it’s “lay aloft, topmen,” as the helm goes downAnd it’s “clew down your topsails,” as the mainyard swings round [Chorus]Trice up, and lay out, and take two snug reefs in oneAnd all in one moment this work must be doneThen man your head braces, topsail-halyards and allAnd hoist away topsails as you let go and haul [Chorus]Our second lieutenant, you all know him wellHe comes up on deck and cuts a great swellO, it’s “bear a hand here,” and “bear a hand thereAnd at the lee gangway he serves out our share [Chorus]Now, all your bold seaman who plough the salt seaBeware this frigate wherever she beFor they’ll beat you and bang you till you ain’t worth a damnAnd send you an invalid to your own native land"
71,"
                  Mobile Bay |                     ","Was you ever in Mobile Bay?
[Refrain] Johnny come tell us and pump(haul) away
A-screwing cotton by the day
[Refrain] Johnny come tell us and pump(haul) away.[Chorus]Aye, aye, pump away (Hauly)
 Johnny come tell us and pump away
 Aye, aye, pump away (Hauly)
 Johnny come tell us and pump awayAnd how many bales can you carry on?
 Just hurry up before she’s gone

[Chorus]The times are hard and the wages low
Just one more bale before we go [Chorus]If ever good luck does come my way
I’ll say goodbye to Mobile Bay [Chorus]"
72,"
                  Royal Artillery Man |                     ",
73,"
                  So Early in the Morning |                     ","The mate was drunken and he went below to take a swig at his bottle o
[Refrain] So early in the morning the sailor likes his bottle oThe bottle o, the bottle o, the sailor loves his bottle o
[Refrain]A bottle of rum, a bottle o gin, a bottle of irish whiskey o[Refrain]The baccy o, tabaccy o, thesailor loves his baccy o[Refrain]A packet o shag, a packet o cut, a plug of hard terbaccy o[Refrain]The lassies o, the maidens o, the sailor loves the judies o[Refrain]A lass from the ‘pool, a girl from the Tyne, a chowlah so fine and dandy o[Refrain]A bully rough house, a bully rough house, the sailor likes his rough house o[Refrain]Tread on me coat, and all hands in, a bully good rough and tumble o[Refrain]A sing song o, a sing song o, the sailor likes a sing song o[Refrain]A drinking song, a song o love, a ditty of seas and shipmates o[Refrain]"
74,"
                  The Girl in Portland Street (foldedol day) |                     ","I met a girl in Portland St
Fol-de-lol fol-de-lol fol-de lol-lol day
I met a girl in Portland st
With a fol-de-lol-day, fol-de-lol-day, fol-de-lol-lol-de-lol-de-lol-dayThis girl I met in in Portland St
Was the sweetest girl I ever did meetSays I, Me girl how do you do
Says she, the worse for seeing of youNow miss says I, I like your style
Says she, young man, just wait a whileJust wait until you try and play
And then I’ll send you on your wayI took her hand into my own
And we headed soon for her old homeAnd in her room, not far away
We drank until the break of dayI pulled her down on my lap
Says she young man your face I’ll slapOn her ankle next I placed my hand
Says she for this I will not standI pulled her dress above her knee
Says she young man please let me be"
75,"
                  The Gals o Chile |                     ","To Chile’s coast we’re bound away
[Refrain] Timme heave-ho, hang her hilo
To Chile’s coast we’re bound away
[Refrain] We’ll all dance and drink piscoWe’re bound away at the break of day
Where they little Spanish gals are so bright and gay
[Chorus] Timme heave-ho hang her hilo
Sing olay for them dago girlsAnd when we get to Vallipo
 And when we get to Vallipo
 Dance up the street with a roll and go
Grab them round the middle and we wont let go
[Chorus]Them gals o Chile they are so hard to beat
From truck to keel they are trim and sweet
They’re all a pullin on the old main sheet[Chorus]Them senoritas, they are all smart and gay
They dance and drink till the break of day
Then clean you out and blow your pay[Chorus]Rosita, Anna and Carmen too
They’ll greet you with a hullabaloo
And soon you’ll know just what they can do[Chorus]My trim little frigate’s a very smart craft
She’s armed to the teeth both for an aft
Sharp at the bows with a fine view abaft[Chorus]Them ol senyoras as we know well
They’re red hot devils from the other side of hell
And you’ll never get a chance for to ring a Chile belle.[Chorus]When the time comes for to sing farewell
Goodbye to the girls and our money as well
Callyo, Coquimbo and old Corynel"
76,"
                  Donegal Danny |                     ","I remember the night that he came in
From the wintery cold and damp
A giant of a man in an oilskin coat
and a bundle that told he was a tramp
He stood at the bar and he called a pint
Then turned and gazed at the fire
On a night like this, to be safe and dry
Is my one and only desire[Chorus]So here’s to those that are dead and gone
The friends that I loved dear
And here’s to you then I’ll bid you adieu
Sayin’ “Donegal Danny’s been here, me boys”
Donegal Danny’s been hereThen in a voice that was hushed and low
He said “Listen, I’ll tell you a tale”
How a man of the sea became a man of the road
And never more will set sail
I fished out of Howth and Killybegs,
Ardglass and Baltimore
But the cruel sea has beaten me
And I’ll end my days on the shore[Chorus]One fateful night in the wind and the rain
We set sail from Killybegs town
There were five of us from sweet Donegal
And one from county Down
We were fishermen who worked the sea
And never counted the cost
But I never thought ‘ere that night was gone
That my fine friends would all be lost[Chorus]Then the storm it broke and broke the boat
With the rocks about ten miles from shore
As we fought the tide, we hoped inside
To see our homes once more
Then we struck a rock and hold the bow
And all of us knew that she’d go down
So we jumped right into the icy sea
And prayed to God we wouldn’t drown[Chorus]But the ragin’ sea was risin’ still
As we struck out for the land
And she fought with all her cruelty
To claim that gallant men
By Saint John’s point in the early dawn
I dragged myself on the shore
And I cursed the sea for what she’d done
And vowed to sail her never more[Chorus]Ever since that night I’ve been on the road
Travelin’ and trying to forget
That awful night I lost all my friends
I see their faces yet
And often at night when the sea is high
And the rain is tearing at my skin
I hear the cries of drowning men
Floating over on the wind"
77,"
                  Rolling Home to Old Maui |                     ","It’s a damned tough life, full of toil and strife
We whalermen undergo.
And we don’t give a damn when the gale has stopped
How hard the wind did blow.
We’re homeward bound! ‘Tis a grand old sound
On a good ship taut and free,
And we don’t give a damn when we drink our rum
With the girls on old Maui.[Chorus]
Rolling down to old Maui, my boys,
Rolling down to old Maui.
We’re homeward bound from the arctic ground
Rolling home to old Maui.Once more we sail with a northerly gale
Through the ice and sleet and rain.
And them coconut fronds in them tropic lands
We soon shall see again.
Six hellish months we’ve passed away
In the cold Kamchatka sea,
And now we’re bound from the arctic ground,
Rolling down to old Maui.[Chorus]We’ll heave the lead where old Diamondhead
Looms up on old Wahoo.
Our mast and yards are sheathed with ice
And our decks are hid from view.
The horrid tiles of the sea-cut ice
That deck the Arctic Sea
Are miles behind in the frozen wind
Since we steered for old Maui.[Chorus]How soft the breeze of the tropic seas
Now the ice is far astern,
And them native maids in them island glades
Are awaiting our return.
Even now their big black eyes look out
Hoping some fine day to see
Our baggy sails running ‘fore the gales
Rolling down to old Maui.[Chorus]And now we sail with a favoring gale
Towards our island home.
Our mainmast sprung, our whaling done,
And we ain’t got far to roam.
Our stuns’l booms are carried away
What care we for that sound?
A living gale is after us,
Thank God we’re homeward bound![Chorus]And now we’re anchored in the bay
With the big Kanakas all around
With chants and soft aloha oes
They greet us homeward bound.
And now ashore we’ll have good fun
We’ll paint them beaches red
Awaking in the arms of a wahine
With a big fat aching head"
78,"
                  The Oda G |                     ",
79,"
                  Lowlands Low (The Island Lass) |                     ","The packet is the island lass
Lowlands, lowlands, lowlands low
There’s a laddie howlin at the main topmast
Lowlands, lowlands, lowlands lowOut captain hails from Barbados
He’s got the name Ol’ HammertoesHe feeds us bread as hard as brass
His bacon salt is balaam’s assIt’s up aloft this yard must go
Up aloft from down belowIt’s up aloft against the sky
Trice her up and let her dryThat monkey’s dressed in sailor clothes
Where he got them from god only knows"
80,"
                  The California |                     ","[Chorus]Ah me the boys the California
Girl of the Summer, and sons of the sea
Pack your gear for the California
Winds are seldom freeAnd now you got a breeze
I must go where the tall ships go
Climb aloft in a gale
Shanty loud for the bygone sailing days
When I gave chase to a whale
You know I followed the whale[Chorus]So hoist a sail on this barkentine
We’re outward bound on the sea
Farewell to ye landlubbin’ sons of a rock
Our birds are flying free
They’ve forgotten all your dreams[Chorus]So come all you poets and dreamers too
Tack your sail close to the line
Set your couse for a star found latitude
Hang all your troubles behind
The sea she’s a heady wine"
81,"
                     |   Lyrics                ",
82,"
                  The Topman and Afterguard |                     ",
83,"
                  Saucy Sailor |                     ",
84,"
                  Wreckers Payer |                     ","Give us a wrack or two, Good Lard,
For winter in Tops’il Tickle bes hard,
Wid grey frost creepin’ like mortal sin
And perishin’ lack of bread in the bin. A grand, rich wrack, us do humbly pray,
Busted abroad at the break o’ day
An’ hove clear in ‘crost Tops’il Reef,
Wid victuals an’ gear to beguile our grief. God of reefs an’ tides an’ sky,
Heed Ye our need an’ hark to our cry!
Bread by the bag an’ beef by the cask.
Ease for sore bellies bes all we ask. One grand wrack or maybe two?
Wid gear an’ victuals to see us through
‘Til Spring starts up like the leap of day
An’ the fish strike back into Tops’il Bay. One rich wrack for Thy hand bes strong!
A barque or a brig from up-along
Bemused by Thy twisty tides, O Lard!
For winter in Tops’il Tickle bes hard. Loud an’ long will us sing Yer praise,
Marciful Fadder, O ancient of Days,
Master of fog an’ tide an’ reef!
Heave us a wrack to beguile our grief. Amen!"
85,"
                  Lower the (Yawl) Boat Down |                     ","Seven old schooners come drivin’ the bay
[Refrain] Oh, lower the boat down,
And ugly old Alice was leading the way,
[Refrain] Lower the yawl boat downWe drove her so hard off Pemaquid Neck
The old man had thought we had broken her back,There’s only one thing that grieves me
It’s my poor wife and baby,We was driving ten knots as thick as a hedge
We grounded her board on the Bass Harbour ledgeWe’ve blown her mains’l and torn her fore
That dear old wagon wont sail anymore,That crazy qold woman from Buzzard’s Bay,
She drove her to hell, left her to stay,There’s only one thing that grieves me,
It’s seeing old Alice go awayThe women are women and the men are men,
And the ships will sail better when the women stay home,"
86,"
                  Ye Mariners All |                     ","Ye mariners all as ye pass by
Come in and drink when you are dry
Spend my lads your money brisk
And pop your nose in a jug of thisYe tipplers all as you pass by
Come in and sit if you are dry
Spend my lads your money brisk
And pop your nose in a jug of thisYe tipplers all if you’ve half a crown
You’re welcome all for to sit down
Come in sit down, think not amiss
To pop your nose in a jug of thisOh now I’m old and can scarcely crawl
I’ve got a long grey beard and a head that’s bald
Crown my desire, fulfil my bliss
A pretty young girl and a jug of thisAnd when I’m in my grave and dead
And all my sorrows are past and fled,
Transform me then into a fish
Come let me swim in a jug of thisYe mariners all as ye pass by
Come in and drink when you are dry
Come in sit down, think not amiss
To pop your nose in a jug of this"
87,"
                  Michael Row the Boat Ashore (Pete Seeger Version) |                     ","Michael, row the boat ashore, hallelujah.
Michael, row the boat ashore, hallelujah.Michael’s boat is a music boat, hallelujah
Michael’s boat is a music boat, hallelujahMichael, row the boat ashore, hallelujah.
Michael, row the boat ashore, hallelujah.Sister help to trim the sail, hallelujah
Sister help to trim the sail, hallelujahJordan’s River is deep and wide, hallelujah.
Meet my mother on the other side, hallelujah.Jordan’s River is chilly and cold, hallelujah.
Chill’s the body, but not the soul, hallelujah.Michael, row the boat ashore, hallelujah.
Michael, row the boat ashore, hallelujah"
88,"
                  Roll Alabama Roll (Sea Porn Version) |                     ","When the Alabama’s crew was laid
[Refrain] Roll Alabama Roll
They were laid on the day that they got paid
[Refrain] Oh roll, Alabama RollThey were laid in the house of Madame Laird
They were laid in the town of MaidenheadAt the Bull and Bear they downed their swill
At the Grey Horse they got drunker stillDown the cobbled streets they staggered forth
To Madame Laird’s to prove their worthHer girls lay waiting night and day
To collect their share of prize mo-nayThere many a sailor saw his doom
When he entered Miss Eliza’s roomShe challanged him to a roll and lay
The pride of the floored and the soused na-vayIt was then they found to their dismay
One shot too many took the urge awayAt the three bottle limit in ’64
The Alabamans rose no more"
