,title,lyrics
124,I Come From Salem City ,"G                                              A7                             D7
        I came from Salem City with my washbowl on my knee        
        G                                         D7           G 
        I'm going to California the gold dust for too see               
        G                                                      A7                    D7 
        It rained all night the day I left the weather it was dry                    
        G                                                     D7           G 
      The sun so hot I froze to death oh! brothers don't you cry        Chorus 
 C                        G                        D7 
        Oh! California, that's the land for me,         G                                                         
        A7            D7        G  
      I'm bound for San Francisco with my washboard on my knee 
      I jumped aboard the ""Liza"" ship and traveled on the sea        

      And every time I though  of home I wished it wasn't me

The vessel reared like  any horse, that had of oats a wealth        

 I found it wouldn't  throw me so I thought I'd throw myself 

        CHORUS 

        I though of all the pleasant time we've had together here         

        I thought that I  would cry a bit, but couldn't find a tear         

        The pilot bread  was in my mouth, the gold dust in my eye        

        Although I'm going far  away Oh! brothers don't you cry

        CHORUS 

        I soon shall be in ""Frisco, and there I shall look around        and When I see the gold  lumps there, I'll pick them off the ground

        I'll scrape the rivers  clean my boys, I'll drain the rivers dry        

        A pocket full of rock  bring home so brother's don't you cry

        CHORUS  "
125,I Popped Out," I used to be a sailor, I sailed upon  the sea, 
        And when I was at home my wife was  very good to me, 
        But I commenced to worry and to  wonder what she'd do, 
        When I was off a-sailing out upon the  ocean blue  What if I popped out  and I caught her unawares, 
      Popped out sudden  from the cupboard in the stairs, 
      Popped out, popped up   and took her by surprise, 
       Sometimes me boys  it's better to be ignorant than wise
I kissed me wife goodbye and told her I was bound to sail 
         Upon a Yankee whaling ship they  called the Horse's Tail
         I told her I'd return again in six  months or a year
        Then I hid myself beneath the stairs  to see what should appear If I popped out and I caught her  unawares
        Popped out sudden from the  cupboard in the stairs
        Popped out, popped up, popped  aloft to see 
        If my little wife was mis-rable  and lonely without me

        Well, first there came the cabin boy, and then there came the cook
        She had them by appointment in a red  appointment book
        
        The bosun piped himself aboard, and  played a merry tune
last there came the captain with  his bloody great harpoonThen I popped out and I caught them  unawares
        Popped out sudden from the  cupboard in the stairs
        Popped out, popped up, and popped  them out the door
        And I vowed an oath I never would  go sailing any moreNow let this be a warning to all you jolly tars 
        Who leave your wives at home to go  off sailing near and far

        Myself, I'm a greengrocer now, my  flat's above me shop
        And any time I have the chance it's  up the stairs I pop Yes I pop up and I catch her  unawares, 
        I pop her in the parlor and I pop  her on the stairs
        Pop in, pop out, and pop back to  the till
        And you can take your bloody  sailing ships, and 
        pop them where you will"
126,Indian Lass,"As I was a-walkin' upon a fine day
        

        I got awful lonesome as the day passed away
        

        I sat down a-musing, alone on the grass 

        When who should sit by me but a sweet Indian lass. 
    She sat down beside me and took hold of my hand
    
Said, ""You sure be a stranger, and in a strange land."" 
She asked me to marry and gave me her hand, 
Said, ""My pappy's a chieftain all over this land.""

""My pappy's a chieftain, and ruler be he
    

    I'm his only daughter and my name is Mohee"" 

    I answered and told her that it never could be 

    Cause I had my own sweetheart in my own country.

I had my own sweetheart, and I knew she loved me
    
    Her heart was as true as any Mohee 
So I said, ""I must leave you and goodbye my dear
    
There's wind in my canvas and home I must steer.""

    At home with relations I tried for to see
    

    But there wasn't a one like my little Mohee, 

    And the girl I had trusted proved untrue to me 
So I sailed o'er the ocean to my little Mohee        

"
127,In Heaven there Is No Beer,"G                                             C       
                        In Heaven there is no beer 
                         D7                                  G
                        That's why we drink it here
                        G                                                           C
                        And when we're all gone from here
                                G                                D7                               G 
                        Our friends will be drinking all the beer.


                        In Heaven there is no wine 
                        So we drink till we feel fine
                        And when we leave this all behind 
                        Our friends will be drinking all the wine.

                        In Heaven there is no fear 
                        So we worry too much here
                        And we drink ourselves full of beer
                        To help us when we deal with the fear.

                        In Heaven there are no drugs
                        That's why we hang with thugs
                        And when the Lord pulls the plug
                        All the thugs will still be selling drugs, 
                        Yeah. Thugs and drugs Beer...

                        In Heaven there is no sex 
                        So let's do that next
                        And when our muscles no longer flex
                        Someone else will be having sex.

                        In Heaven there are no wars or 
                        Cars, or movie stars
                        And when we no longer are
                        The world will probably still be having wars.

                        What the heck! Yeah!
                        Sex and war, Bars and cars. 
      Drugs, thugs, And delicious food."
128,Irish Rover,"A                                                                   D
          In the year of Our Lord eighteen hundred and six                 A                                                E7
          We set sail for the coal quay of Cork                     A                                     D
          We were sailing away with a cargo of bricks                  A                   E7                      A
          For the grand city hall in New York                   A                                       E7
          We’d an elegant craft it was rigged fore and aft          A                                         E7
          And how the trade winds dro---ove her                   A                                                          D
          She had twenty –three masts and she stood several blasts                     A                                      E7      A
          And they called her the Irish Ro - ver.........A D
          There was Barney Magee from the banks of the LeeA E7
          There was Hogan from County TyroneA D
          There was Johnny Magurk who was scared stiff of workA E7 A
          And a chap from Westmeath named MaloneA E7
          There was Slugger O’Toole who was drunk as a ruleA E7
          And fighting Bill Tracy from Do---verA D
          And your man Mick Mc Cann from the banks of the BannA E7 A
          Was the skipper of the Irish Ro—ver........................................................................A D
          We had one million bags of the best Sligo ragsA E7
          We had two million barrels of boneA D
          We had three million bales of nanny goats talesA E7 A
          We had four million barrels of stoneA E7
          We had five million hogs and six million dogsA E7
          And seven million barrels of po - -rterA D
          We had eight million sides of old blind horses hidesA E7 A
          In the hold of the Irish Ro - ver.........................................................................A D
          We had sailed seven years when the measles broke outA E7
          And our ship lost her way in a fogA D
          And the whole of the crew was reduced down to twoA E7 A
          T’was myself and the captains old dogA E7
          The ship struck a rock Oh Lord what a shockA E7
          And nearly tumbled o - verA D
          Turned nine times around then the poor old dog was drownedA E7 A
          I’m the last of the Irish Ro - ver   
          "
129,I Saw three Ships,"This is a popular song at the Christmas holiday 
and often sung by single people or in groups.courtesy of www.SailorSongs.comI saw three ships come sailing in  

        On Christmas Day, on Christmas Day
        

        I saw three ships come sailing in   

        On Christmas Day in the morningAnd what was in those ships all  three?

        Christmas Day, on Christmas DayAnd what was in those ships all  three?

        On Christmas Day in the morningThe Virgin Mary and Christ were  there

        On Christmas Day, on Christmas DayThe Virgin Mary and Christ were  there

        On Christmas Day in the morning "
130,It's Of A Sailor Bold ,"Late 1800's Dorset England 

It's of a sailor bold        
        And lately come on shore
Both brisk and bold        
Well lined with gold 
To his lover he did repair

          In old and ragged dress          
        Unto his love did go
          Unto his love          
        All for to prove
          Whether she'll be kind or no.

          My merchandise I've lost          
        My ship is gone astray
          Which makes me fret          
        I'm deep in debt
          Not a tenth part can I pay 

Come in, my dear sit down          
Put off thy ragged array
          And I will be          
        So kind to thee
          And all thy debts I'll pay

          I've gold in store of my own
          My debts all for to clear          
        I've rings I've ribbons
          I've jewels so bright          
        And gems to trick the hair

          'Twas down in Stockton Church          
          The happy knot was tied.          
        From land to land
          There's no man can          
          Match the sailor and his bride   "
131,Jackaroe,"
          There was a silk merchant in London he did  dwell 

          He had only one daughter and the truth to  you I’ll tellThis young lady she was courted by men of  high degree

        There was none but Jack the sailor would  ever do for sheAs soon as her waiting maid heard what she  did say

          She went to her father and there she did betray


Dear daughter if this be true what I have  heard of you
Jackie shall be vanished and you confined too          Poor Jackie has gone to sea with trouble  on his mind

        A-leaving of his country and darling girl  behindShe went into a tailor shop got dressed in  men’s array
She went onto a vessel to convey herself  away Before you step onboard sir, your name I’d  like to know
She smiled all over her countenance they  call me JackaroeYour waist is light and slender your  fingers neat and small
Your cheeks too red and rosy to face the  cannonball          I know my waist is light and slender, my  fingers are neat and small
But I never change my countenance to face  the cannonball The wars being over she hunted all around
Among the dead and wounded and her darling  boy she foundShe picked him all up in her arms and  carried him back to the town

      And sent for a physician who quickly  healed his woundsThis couple they got married so well they  did agree
This couple they got married and why not  you and me     "
132,Jack The Sailor,"When I first landed in Liverpool I  went upon a spree    Being paid off at last I spent it  fast got drunk as drunk could be And when me money was all gone it was  then I wanted more 
A man must be blind to make up his  mind to go to sea once more Once more, once more, once more, me  lads once more A man must be blind to make up his  mind to go to sea once more

        A Lime Street girl drew up to me and offered me a bed But when I awoke on the next day’s  morn with me watch and me money she’d fled And as I walk the streets about the  whores they all do roar ""There goes young Jack the  sailor lad he must go to sea once more"" Once more, once more, once more, me  lads once more ""There goes young Jack the  sailor lad he must go to sea once more"" 

        As I was walking down the street I met with Jackie Brown I asked him if he’d take me in, he  eyed me with a frown He said, ""Last time you  was paid off with me you ran up a score But I’ll take a chance and I’ll  give an advance and I’ll send you to sea once more"" Once more, once more, once more, me  lads once more But I’ll take a chance and I’ll  give an advance and I’ll send you to sea once more""


        He shipped me aboard a whaling ship that was bound for Arctic seas Where the cold winds blow and the  frost and snow would make your rum ration freeze And worse to say I’ve no hard  weather gear for I’ve lost all me money ashore My God, how I wish that I was dead  and I’d go to sea no more No more, no more, no more, me lads no  more My God, how I wish that I was dead  and I’d go to sea no more

        Sometimes we’re catching whales, me lads and sometimes we’re catching none With a twenty foot oar stuck in your  hand from four o’clock in the morn And when the shades of night come on  you rest your weary oar Tis then that you wish that you were  dead or safe with the girls ashore Ashore, ashore, ashore me lads ashore It's then that you wish that you were  dead or safe with the girls ashore

        So come all you bold seafaring lads and listen to me song When you come off those long, long  trips I pray you’ll never go wrong Take my advice, drink no strong wine  and take up with no whore Get married instead, have all night  in bed and go to sea no more No more, no more, no more, me lads no  more Get married instead, have all night  in bed and go to sea no more"
133,John Dory,"As it fell on a holy day, And upon a holy tide, a,  

        John Dory bought him an ambling nag To Paris for to ride, a. And when John Dory to Paris was come A little before the gate, a, John Dory was fitted, the porter was witted To let him in thereat, a. The first man that John Dory did meet Was good King John of France, a. John Dory could well of his courtesy, But fell down in a trance, a.  A pardon, a pardon, my liege and my king, For my merry men and for me, a, And all the churls in merry England I'll bring them all bound to thee, a. And Nicholl was then a Cornish man, A little beside Bohyde, a, And he manned forth a good black bark With fifty good oars on a side, a. Run up, my boy, unto the maintop, And look what thou canst spy, a. Who ho, who ho, a goodly ship I do see; I'd row it to be John Dory, a. They hoist their sails both top and top, The mizzen and all was tried, a; And every man stood to his lot, Whatever should betide, a. The roaring cannons then were plied, And dub a dub went the drum, a; The braying trumpets loud they cried To courage both all and some, a. The grappling hooks were brought at length, The brown bill and the sword, a; John Dory at length, for all his strength, Was clapped fast under board, a"
134,Johnny Kanakanaka,"
        I though I heard  the old man say
        John Kanakanaka too ri ay
        Tomorrow is our sailing day
        John Kanakanaka too ri ay
Too ri ay- oh- too ri ay- 
          John Kanakanaka too ri ayThere’s rotten and  there’s weevily bread
        John Kanakanaka too ri ay
        It’s pump or drown the old man said
        John Kanakanaka too ri ay
Too ri ay- oh- too ri ay- 
          John Kanakanaka too ri ayShe should not steer and  she would not stay
        John Kanakanaka too ri ay
        She shipped the water night and day
        John Kanakanaka too ri ay
Too ri ay- oh- too ri ay- 
          John Kanakanaka too ri ayIt’s one more pull and  that will do
        John Kanakanaka too ri ay
        Fore we’re the bullies to pull her through
        John Kanakanaka too ri ay
Too ri ay- oh- too ri ay- 
          John Kanakanaka too ri ay."
135,Johnny Boker,"Oh! do, my Johnny Boker Come rock or roll me overDo!, My Johnny Boker, Do!
          Oh Do my Johnny Boker,They say that you're no roverDo!, My Johnny Boker, Do!Oh! Do my Johnny Boker,I'm bound away to leave youDo!, My Johnny Boker, Do!          "
136,The Landlady of France,"A landlady of France loved an officer, 'tis said

        And the officer he dearly loved his brandy-o.

        Now said she ""I dearly love this officer, tho' his nose is red

        And his legs are what the regiment calls bandy-o.        
        

But when this bandy officer was ordered to the  coast,

        Then she tore her lovely locks that looked so sandy-o

        ""Now goodbye, my love,"" said she, ""when you write please pay the  post,

      But before we part we'll take a drop of brandy-o."" 

""Take a bottle of it with you,"" to  the officer she said,

  ""In your tent, you know, my love will be the dandy-o""

  ""You're right, my dear,"" said he, ""for a tent is very damp

      And 'tis better in my tent to take some brandy-o"" 

So she filled him up a bumper just before he  left the town,

        With another for herself so neat and handy-o.

        And to keep their droopin' spirits up the poured the spirits down,

        For love is like the colic, cured with brandy-o    "
137,The Lass of Swansea Town,"It was down by Swansea barracks  one May morning I strayed
          A-viewing of the soldier lads  I spied a comely maid
          It was o'er her red and rosy cheeks  the tears did dingle down
          I thought she was some goddess fair  the lass of Swansea town

          I said  Fair maid, what brought you here  what brought you here to mourn
          Oh I'm in search of Willie dear  my bonny young sailor boy
          Eight years ago he left me here  for Bermuda he was bound
          He said he would prove faithful to  the lass of Swansea town

          If eight years ago he left you  it is useless for to mourn
          For perhaps he is in some battle slain  or in the ocean drowned
          Oh God forbid young man she said  by what token will he be known
          If he ever do return to the  lass of Swansea Town

          On his left breast he wears a scar  where he received a wound
          If by that token your Willie is known  it's him I know right well
          The cannon-ball which made him fall  gave him his deathly wound 
          He told me to take care of you  the lass of Swansea town

          Soon as she heard him say these words  she fell in deep despair 
          Wringing of her lily-white hands  and tearing of her hair
          Saying  Take me to my Willie  else give me my death wound
          For no other man will ever enjoy  the lass of Swansea town

          On coming to herself once more up  from the ground she rose
          His waistcoat it blew open and  the scar it did expose
          They walked till they reached his cottage  and there they settled down
          Young Willie of the royal blue and  the lass of Swansea town "
138,Leave Her Johnny Leave Her,"    C                         G          Am  Dm          G         C      Em
          I thought I heard the old man say  Leave  her Johnny, leave her              F C                G            F         C          G       C
          You can go ashore and draw your pay It’s  time for us to leave her       C                              G             Am    Dm         G          C      Em
          You may make her fast and pack your gear   Leave  her Johnny, leave herF C G F C G C
          And leave her moored to the West street  pier It’s time for us to leave  herC G Am Dm G C Em
          The winds were foul, the work was hard,  Leave her Johnny, leave herF C G F C G C
          From Liverpool Docks to the Brooklyn  yard It’s time for us to leave herC G Am Dm G C Em
          She would not steer nor ware nor stay Leave  her, Johnny leave herF C G F C G C
          She shipped green wa - ter night and day It’s  time for us to leave herC G Am Dm G C Em
          She shipped it green and made us curse Leave  her Johnny leave herF C G F C G C
          The mate’s a devil, the old man’s  worse it’s time for us to leave herC G Am Dm G C Em
          The winds was foul, the ship was slow Leave  her Johnny, leave herF C G F C G C
          The grub was bad, the wages low It’s  time for us to leave herC G Am Dm G C Em
          The winds were foul, the trip was long Leave  her, Johnny leave herF C G F C G C
          But before we go we’ll sing this song It’s  time for us to leave her   "
139,The Leaving of Liverpool,"Farewell to you, my own true love, 
          I am  going far away 

          I am bound for Cali – for – ni – a  and 
          I know that I’ll return some-day

So fare thee well, my own true love 
        For when I return united we will be
        It’s not the leaving of Liverpool that  grieves me
But my darling when I think of thee
I have shipped on a Yankee sailing ship
        Davy Crockett is her name

        And her captain’s name is Burgess and  they 
          Say she’s a floating shame 
          CHORUS
It’s me second trip with Burgess on the  Crockett, and 
          I think I know him wellIf a man’s a seaman he’ll get along, 
          but if not then he’s sure in hell    ...
          CHORUS
On the sun is on the harbour, love, 
          and I  wish that I could remain,For I know that it will be a long,  long time, 
          before I see you again ...
          CHORUS"
140,Le Grand Coureur,"Le corsair ""Le  Grand Coureur“, est un navir‘ de malheur,

        Quand il se met en croisière, pour aller chasser l’Anglais.

        Le vent, la mer et la guerre tournent contre le Français!

        Allons les gars, gai, gai, allons les gars gaiment.
        Il est part‘ de  Lorient, avec bell’mer et bon vent,

        Il cinglait bubord amure, naviguant comme un poisson,

        Un grain tombe sur sa mature, v‘ le le corsaire en ponton!
        C’etait un Anglais  vraiment, a double rangée de dents,

        Un marchand de mort subite, mais le Français n’a pas peur,

        An lieu de brasser en fuite, nous le rangeons a l’honeur!
        Nos prises au bout de  six mois ont pu se monter a’trois,

        Un navir‘ plein de patutes, plus qu‘ a moitie chavire,

        Un deuxième de savates, et le dernier de fumier!
        Si l’histoire du Grand  Coureur a pu vous toucher le coeur,

        Ayez donc belles manières, et payez-nous largement,

        Du vin, du rack, de la bière, et nous serou tous contents"
141,Les Filles De La Rochelle ,"Ah! la feuille s'envole, s'envole.  

            
            Ah! la feuille s'envole au vent!

           
        
            Sont les filles de la Rochelle ont armé un bâtiment

            Pour aller faire la course dedans les îles du Levant.
La grande vergue est en ivoire, les poulies en diamant
La grande voile est en dentelle, la misaine en satin blanc.
Les cordages du navire, sont des fils d'or et d'argent

          Et la coque est en bois rouge, travaillé fort proprement.

          L'équipage du navire, c'est toutes  des filles de quinze ans

          Le capitaine qui les commande, est le roi des bons enfants.

         
          Hier faisant sa promenade, dessus le gaillard d'avant

          Aperçu une brunette, qui pleurait dans les haubans.
Qu'avez-vous, jeune brunette, qu'avez-vous à pleurer tant?
Avez vous perdu père et mère, où quelqu'un de vos parents.

        
          J'ai perdu la rose blanche, qui s'en fut la voile au vent

        Elle est partie vent arrière, reviendraz'en louvoyant"
142,Let The Bulgine Run,"   NOTE: A ""bulgine is a train  engine""
 Oh The smartest packet ye can find                          
        Ah Hey Ah Ho! Are you most done  Is the Old Wildcat of the Swallowtail Line
So clear away the track and let the bulgine run
CHORUS  sung after each verse  To m-jig, in a jaunting car 
Ah Hey Ah Ho Are you most done e-Rig-a With Eliza Lee all on my knee 
         So clear away the track and let the bulgine run 
O  the Old Wildcat of the Swallowtail Line -
      Ah  Hey Ah Ho Are  you most done She's never a day behind her time -  
      So clear away the track and let the  bulgine run           O  we're outward bound for New York Town -
        Ah Hey Ah Ho Are you most  done Them bowery gals we'll waltz around -  
      So clear away the track and let  the bulgine run           When we've stowed our freight at the West Street Pier - 
        Ah Hey Ah Ho Are you most done It's home to Liverpool then we'll steer - 
      So clear away the track and  let the bulgine run           O them bowery gals will give us fun - 
        Ah Hey Ah Ho Are you most done Chatham Street dives is home from home - 
      So clear away the track and  let the bulgine run           When we all gets back to Liverpool town  
        Ah Hey Ah Ho Are you most done I'll stand ye whiskies all around -  
      So clear away the track and let the  bulgine run           O  heave a pawl- O bear a hand - 
        Ah Hey Ah Ho Are you most done Just one more pull and make her stand - 
      So clear away the track and let  the bulgine run O when I gets home across the sea -  
         
          
      Ah Hey Ah Ho re you most done  Eliza will you marry me -  
      So clear away the track and let the bulgine  run"
143,Lime Juice Ship,"If you want to join a merchant ship  and sail the sea at large You’ll not have any trouble if you  have a good discharge Signed by the Board of Trade with  everything exact And then you’ll get your months  advance according to the Act. (CHORUS sung after each verse)So haul boys your weather mainbrace and ease away your lee Hoist jib and topsails lads and let the ship go free   Shout boys shout I tell you it's a fact There’s nothing done in Lime Juice ship contrary to the Act Now when you join the ship me  boys you’ll here your articles read They’ll tell you of your pork and  beef your butter and your bread Your coffee, tea and sugar boys your  peas and beans exact Your lime juice and your vinegar  according to the Act
          Now it’s watch and watch the first day out according to the Act And then me boys we all lay aft to  get our lime juice whack Break out a Handy-Billy and slap her  on a tack For we’re going to set the  mainsail-o according to the Act
Now it’s up on deck me bully boys  with many a curse we go Wishing that eight bells be struck,  that we may go below Eight bells is struck, the watch is  aft, the log is hove exact Relieve the wheel go down below  according to the Act"
144,Lisbon,"'Twas on a Monday morning, all in the  month of MayOur ship she weighed up anchor all  for to sail awayThe wind it from the southwest blew,  for Lisbon we were boundThe hills and dales were covered with  pretty young girls around
          I wrote a letter to Nancy, for her to understandThat I should have to leave her unto  some foreign landShe said, my dearest William these  words do break my heartOh let us married be tonight, dear  Willy before you start
          For ten long weeks or better I've been with child by theeSo stay at home dear William be kind  and marry meOur captain has commanded us and I  shall have to goThe Queens in want of men my love I  never dare answer no
          I'll cut my long yellow hair men's clothing I'll put onAnd I will go with you my love and be  your waiting manAnd when it is your watch on deck  your duty I will doI'll face the field of battle love in  order to be with you
          Your pretty little fingers they are but long and smallYour waist it is too slender to face  the cannon ballFor loud the cannon rattle love and  blazing bullets flyAnd silver trumpets sound my love to  cover the dismal cry
          If I should meet with a lady that's proper tall and gayIf I should fancy her my love what  would you have to sayWould you not be offended then oh no  my lover trueI'd stand aside sweet William  whenever she pleasures you
          'Twas on a Monday morning all in the month of MayOur ship she weighed up anchor all  for to sail awayThe wind it from the southwest blew  for Lisbon we were boundThe hills and dales were covered with  pretty young girls around"
145,London Julies," Julianna Julianna O where do you go

          Ah ha me London Julies

          Julianna Julianna O where do you go
Ah ha me London Julies 
          Up aloft up aloft this yard must go
Ah ha me London Julies

          Up aloft up aloft this yard must go

        Ah ha me London Julies
          And around Cape Horn There’s ice  and snow

          Ah ha me London Julies
But around Cape Horn we all must go
Ah ha me London Julies

The mate is a bawling down below

          Ah ha me London Julies

          so heave away lash up and stow

        Ah ha me London Julies    "
146,The Low Low Lands of Holland,"The very day I was married
          That night I lay on my bed
          A press gang came to my bedside
          These words to me they said
          Arise arise arise young man
          And come along with me with me
          To the low low lands of Holland
          To face your enemy

          But Holland is a cold place
          A place where grows no green
          And Holland is a cold place
          For my love to wander in
          Though money had been as plentiful
          As leaves upon the tree the tree
          Yet before I'd time to turn myself
          My love was stolen from me

          I'll build my love a gallant ship
          A ship of noted fame.
          With four and twenty seamen bold
          To box her on the main
          They'll rant and roar in sparkling glee
          Where some ever they do go do go
          To the low low lands of Holland
          To face the daring foe

          Says the mother to the daughter
          What makes you to lament
          O there are lords and dukes and squires
          Can ease your heart's content
          But never will I married be
          Until the day I die I die
          since the low, low lands of Holland
          Have parted my love and me

          There's not a swathe goes round my waist
          Nor comb goes in my hair
          Neither firelight nor candle light
          Can ease my heart's despair
          And never will I married be
          Until the day I die I die
          Since the low low lands of Holland
          Have parted my love and me "
147,Lowlands,"I dreamed my love came in my sleep

Lowlands - Lowlands away my John. 
          His eyes were wet as he did weep 

        My Lowlands away 
          I shall never kiss you again he said 

        Lowlands - Lowlands away my John. 
          For I am drowned in the Lowland seas

      My Lowlands away 
          No other man shall think me fair 
        

      Lowlands Lowlands away my John 
          My love lies drowned in the windy 

        Lowlands My Lowlands away"
148,Lustily,"All things we have ready and nothing we want

            To furnish our ship that rideth hereby 

            Victuals and weapons they be nothing scant 

        Like worthy mariners ourselves we will try 
          Her flags be new trimmed, set slanting aloft  

          Our ship for swift swimming, oh she doth excel

          We fear no enemies, we have escaped them oft

      Of all things that swimmeth she beareth the bell
          And here is a master excelleth in skill

          And our master's mate he is not to seek

          And here is a boatswain will do his good will 

      And here is a ship boy we never had his like
          If fortune then fail not, and our next voyage prove  

          We will return merrily and make good cheer

          And hold all together as friends linked in love 

        The cans shall be filled with wine, ale and beer "
149,Maggie May,"Now gather round you sailor boys and  listen to my plea and 
When you’ve heard my tale you’ll pity  me

       For I was a real damned fool in the port  of Liverpool
The first time that I came home from the  sea……………..
          We paid off at the home from the port of Sierra Leone and
Four pounds ten a month that was my pay
With a pocket full of tin I was very soon  taken in by a
Girl with the name of Maggie May.

CHORUS
Oh Maggie Maggie May they have taken her away
And she’ll never walk down Lime street  anymore
For she robbed so many sailors and  captains of the whalers
That  dirty robbin’ no good Maggie May.



          Oh well I do remember when I first met Maggie May
She was cruising up and down old Canning  Place
She’d a figure so divine  like a  frigate of the line
So me being a sailor  I gave chase………..…CHORUS


          Next morning when I awoke I was flat and stoney broke
No jacket  trousers waistcoat I could  find
When I asked her where they were she said  - My very dear sir
They’re down in Kelly’s knocker  number nine...CHORUS

          To the pawnshop I did go but no clothes there I did find and
The policeman came and took that girl  away
The judge he guilty found her of 
          
        Robbing  the homeward  bounder and
Paid her passage back to Botany Bay ...
        CHORUS  TWICE "
150,The Mermaid,"             G                           C          G 
          Twas Friday morn when we set sail
                C             D7               G
          And we were not far from the land
                                                    C              G
          When the captain, he spied a lovely mermaid
              C                   D7               G
          With a comb and a glass in her hand                                    C         G
          O the ocean's waves may roll
                                                D7
          And the stormy winds will blow
             G                                 C                      G
          While we poor sailors go skipping to the top
               C                    D7                 G
          And the landlubbers lie down below (below, below)
                C                   D7               G
          And the landlubbers lie down below          G                                               C          G
          Then up spoke the captain of our gallant ship,
            C                D7           G
          And a brave old man was he,
                                                              C                           G
          He said, ""This fishy mermaid has warned me of our doom:
                   C                D7                   G
          We shall sink to the bottom of the sea!""CHORUS        G                                          C              G
          And up spoke the mate of our gallant ship
            C                    D7           G
          And a well-spoken man was he
                                    C                  G
          I have me a wife in Salem by the sea
             C                  D7             G
          And tonight she a widow will be CHORUSG                                                    C          G
          And up spoke the cookie of our gallant ship
            C            D7             G
          And a red hot cookie was he
          G                                                      C                  G
          Saying I care much more for my pots and my pans
              C               D7                   G
          Than I do for the bottom of the sea  CHORUSG                                                            C         G
          Then up spake the cabinboy, of our gallant ship
     C                   D7         G
          A well spoken lad was he
          G                                      C        G
          There's nary a soul in Salem Town 
            C          D7        G   
          Who cares a bit for me.  CHORUSG                                                         C          G
          Then three times around went our gallant ship
         C                    D7                     G
          And three times around went she
          G                                                   C           G
          Three times around went our gallant ship
                C                   D7                    G
          And she sank to the bottom of the sea  CHORUS"
151,Married To A Mermaid,"There was a gay young farmer,
          Who liv'd on Salisbury plain;
          He lov'd a rich Knight's daughter dear!
          And she lov'd him again.
          The Knight he was distressed,
          That they should sweethearts be.
          So he had the farmer soon pressed,
          And sent him off to sea.
          Singing Rule Britannia,
          Britannia rules the waves
          Britons never, never, never shall be slaves...

          'Twas on the deep Atlantic,
          Midst Equinoctial gales;
          This young farmer fell overboard
          Among the sharks and whales;
          He disappeared so quickly,
          So headlong down went he,
          That he went out of sight
          Like a streak of light
          To the bottom of the deep blue sea.
          Singing Rule Britannia,
          Britannia rules the waves
          Britons never, never, never shall be slaves...

          We lowered a boat to find him,
          We thought to see his corse,
          When up to the top he came with a bang,
          And sang in a voice so hoarse,
          'My comrades and my messmates,
          Oh, do not weep for me,
          For I'm married to a mermaid,
          At the bottom of the deep blue sea.'
          Singing Rule Britannia,
          Britannia rules the waves
          Britons never, never, never shall be slaves...

          He said that as he went down,
          Great fishes he did see;
          They seemed to think as he did wink,
          That he was rather free.
          But down he went so quickly,
          Saying, ''Tis all up with me,'
          When he met a lovely mermaid
          At the bottom of the deep blue sea.
          Singing Rule Britannia,
          Britannia rules the waves
          Britons never, never, never shall be slaves...

          She came at once unto him,
          And gave him her white hand,
          Saying, 'I have waited long, my dear,
          To welcome you to land.
          Go to your ship and tell them,
          You'll leave them all for me;
          For you're married to a mermaid
          At the bottom of the deep blue sea.'
          Singing Rule Britannia,
          Britannia rules the waves
          Britons never, never, never shall be slaves...

          The wind was fair, the sails set,
          The ship was running free;
          When we all went to the captain bold,
          And told what we did see.
          He went unto the ship's side,
          And loudly bellowed he,
          'Be happy as you can, my man,
          At the bottom of the deep blue sea.'
          Singing Rule Britannia,
          Britannia rules the waves
          Britons never, never, never shall be slaves."
152,Mingulay Boat Song,"D      G                       D     G                         D                         G              C      G                 
          Il ya ho boys Let ‘er go   boys  bring her head ‘round  in - to the    weather  D         G                           D  G                        D                                    G    
      Hil ya ho boys, Let her go boys     Sailing   home ward to  Mingu - lay  
          D                G                         D         G                      D          G            C      G    
          What care we how white the Minch is    What care we for wind or  weather D               G                             D     G                D                           G          
          Bring her round boys for very inch is wearing homeward to Mingulay

          CHORUS
          D        G                       D     G                    D               G            C      G   
          Far  behind us hills of Quinlon,  Soon  before us the hills of   heather D             G                                   D    G                    D                          G  
          And  you know boys the candles glow boys   In  the windows of Mingulay

          CHORUS D                G                    D            G          D             G             C       G
          Wives  are waiting on the bank or looking seaward from the  heather D               G                                        D    G                  D                           G
          Bring  her round boys and then we’ll anchor  E’er  the sun sets on Mingulay 

          CHORUS"
