,title,lyrics
31,Reuben Ranzo,"Hurrah! for Reuben Ranzo,
Ranzo, boys, Ranzo
Hurrah! for Reuben Ranzo
Ranzo, boys, Ranzo

Reuben was no sailor,
Ranzo, boys, Ranzo
Reuben was a tailor;
Ranzo, boys, Ranzo

Ranzo joined The Beauty,
Ranzo, boys, Ranzo
And did not know his duty:
Ranzo, boys, Ranzo

His skipper was a dandy,
Ranzo, boys, Ranzo
And was too fond of brandy;
Ranzo, boys, Ranzo

He called Ranzo a lubber,
Ranzo, boys, Ranzo
And made him eat whale blubber;
Ranzo, boys, Ranzo

The Beauty was a whaler,
Ranzo, boys, Ranzo
Ranzo was no sailor;
Ranzo, boys, Ranzo

They set him holy stoning,*
Ranzo, boys, Ranzo
And cared not for his groaning;
Ranzo, boys, Ranzo

They gave him lashes twenty,
Ranzo, boys, Ranzo
Nineteen more than plenty -
Ranzo, boys, Ranzo

Reuben Ranzo fainted,
Ranzo, boys, Ranzo
His back with oil was painted;
Ranzo, boys, Ranzo

They gave him cake and whisky,
Ranzo, boys, Ranzo
Which made him rather frisky;
Ranzo, boys, Ranzo

They made him the best sailor,
Ranzo, boys, Ranzo
Sailing on that whaler;
Ranzo, boys, Ranzo

They put him Navigating,
Ranzo, boys, Ranzo
And gave him extra rating;
Ranzo, boys, Ranzo

Ranzo now is skipper,
Ranzo, boys, Ranzo
Of a China Clipper;
Ranzo, boys, Ranzo

Ranzo was a tailor,
Ranzo, boys, Ranzo
Now he is a sailor;
Ranzo, boys, Ranzo"
32,The Rio Grande,"Oh, say, wuz ye ever down Rio Grande?
Chorus
'Way for Rio!
It's there that the river flows down golden sands!
Chorus
An' we're bound for the Rio Grande,
Then away, bullies, away!
Away for Rio!
Sing fare-ye-well, me Liverpool gels,
An' we're bound for the Rio Grande!

(Repeat the above pattern between lines)

So heave up the anchor, let's get it aweigh,
It's got a good grip, so heave, bullies, 'way-ay!

Oh, where are yiz bound to, my bully boys all?
An' where are yiz bound for to make yer landfall?

We're bound to the south'ard, me bully boys all,
Bound out to the Brazils, me bully boys all.

An' what'll ye do there, me bully boys all?
What job will ye do there, me bully boys all?

We'll dig for red gold, oh, me bully boys all,
We'll dig for a fortune, me bully boys all.

Or die o' the fever, me bully boys all,
Or die o' the fever, me bully boys all.

Heave with a will boys, oh, heave long an' strong,
Sing a good chorus, for 'tis a good song."
33,Rolling Home,"Up aloft, amid the rigging
Swiftly blows the fav'ring gale,
Strong as springtime in its blossom,
Filling out each bending sail,
And the waves we leave behind us
Seem to murmur as they rise;
We have tarried here to bear you
To the land you dearly prize.
Rolling home, rolling home,
Rolling home across the sea,
Rolling home to dear old England
Rolling home, dear land to thee.

Now, it takes all hands to man the capstan,
Mister see your cables clear!
Soon you'll be sailing homeward bound sir,
And for the channel you will steer.
See your sheets and crew lines free sir,
All your buntlines overhauled;
Are the sheerpoles and gear all ready?
Soon for New England we will steer.
Rolling home, rolling home,
Rolling home across the sea,
Rolling home to dear old England
Rolling home, dear land to thee.

Full ten thousand miles behind us,
And a thousand miles before,
Ancient ocean waves to waft us
To the well remembered shore.
Newborn breezes swell to send us
To our childhood welcome skies,
To the glow of friendly faces
And the glance of loving eyes.
Rolling home, rolling home,
Rolling home across the sea,
Rolling home to dear old England
Rolling home, dear land to thee."
34,The Sailor's Loves,"The maiden, oh, the maiden oh.
The sailor loves the maiden, oh!
So early in the morning,
The sailor loves the maiden, oh!
A maid that is young,
A maid that is fair,
A maid that is kind and pleasant, oh,
So early in the morning,
The sailor loves the maiden, oh!

Tobacco, oh, tobacco, oh,
The sailor loves tobacco, oh,
So early in the morning,
The sailor loves tobacco, oh.
A packet of bird's-eye,
Packet of cut
A plug of hard tobacco, oh,
So early in the morning,
The sailor loves tobacco, oh.

The bottle, oh, the bottle oh,
The sailor loves the bottle, oh,
So early in the morning
The sailor loves the bottle oh.
A bottle of brandy,
Bottle of gin,
A bottle of Irish whisky, oh!
So early in the morning
The sailor loves his bottle, oh!

The maiden oh, the bottle, oh,
A pipe of good tobacco, oh,
So early in the morning
The sailor loves all these, heigh ho.
A bottle of spirit,
A maiden fair,
A plug of good tobacco, oh,
So early in the morning
These are the sailor's loves, heigh ho."
35,Sally Brown,"I love a maid across the water,
Aye, aye, roll and go!
She is Sal herself, yet Sally's daughter
Spend my money on Sally Brown.

Seven long years I courted Sally,
Aye, aye, roll and go!
She called me 'boy and Dilly Dally,'
Spend my money on Sally Brown.

Seven long years and she wouldn't marry,
Aye, aye, roll and go!
And I no longer cared to tarry,
Spend my money on Sally Brown.

So I courted Sal, her only daughter,
Aye, aye, roll and go!
For her I sail upon the water,
Spend my money on Sally Brown.

Sally's teeth are white and pearly,
Aye, aye, roll and go!
Her eyes are blue, her hair is curly,
Spend my money on Sally Brown.

The sweetest flower of the valley.
Aye, aye, roll and go!
Is my dear girl, my pretty Sally,
Spend my money on Sally Brown.

Oh! Sally Brown, I had to leave you,
Aye, aye, roll and go!
But trust me that I'll not deceive you.
Spend my money on Sally Brown.

Sally Brown, I love your daughter,
Aye, aye, roll and go!
For her I sail upon the water,
Spend my money on Sally Brown."
36,The Saucy Sailor Boy,"He was a saucy sailor boy
Who'd come from afar,
To ask a maid to be the bride
Of a poor Jack tar.

The maiden, a poor fisher girl,
Stood close by his side;
With scornful look she answered thus;
I'll not be your bride.

You're mad to think I'd marry you
Too ragged you are;
Begone, you saucy sailor boy,
Begone you Jack tar.

I've money in my pocket, love,
And bright gold in store;
These clothes of mine are all in rags,
But coin can buy more.

Though black my hands my gold is clean
So I'll sail afar,
A fairer maid than you, I ween,
Will wed this Jack tar.

Stay! Stay! you saucy sailor boy,
Do not sail afar;
I love you and will marry you,
You silly Jack tar.

'Twas but to tease I answered so,
I thought you could guess
That when a maiden answers no
She always means yes.

Begone you pretty fisher girl,
Too artful are you;
So spake the saucy sailor boy,
Gone was her Jack tar."
37,Shennandoah,"Missouri, she's a mighty river
Way-aye, you rolling river
The redskin's camp lies on its borders,
A way - we're bound away
'cross the wide Missouri!

The white man loved the Indian maid,
Way-aye, you rolling river!
With notions his canoe was laden
A way - we're bound away
'cross the wide Missouri!

Oh Shenandoah, I love your daughter
Way-aye, you rolling river
I'll take her 'cross yon rolling water
A way - we're bound away
'cross the wide Missouri!

The Chief disdained the trader's dollars,
Way-aye, you rolling river
My daughter you shall never follow
A way - we're bound away
'cross the wide Missouri!

For seven years I courted Sally,
Way-aye, you rolling river
For seven more I longed to have her
A way - we're bound away
'cross the wide Missouri!

She said she would not be my lover
Way-aye, you rolling river
Because I was a tarry sailor
A way - we're bound away
'cross the wide Missouri!

At last there came a Yankee skipper
Way-aye, you rolling river
He winked his eye, and he tipped his flipper
A way - we're bound away
'cross the wide Missouri!

He sold the Chief that fire-water
Way-aye, you rolling river
And 'cross the river he stole his daughter
A way - we're bound away
'cross the wide Missouri!

Oh Shenandoah! I long to hear you,
Way-aye, you rolling river
Across that wide and rolling river.
A way - we're bound away
'cross the wide Missouri!"
38,Storm Along,"Stormie's gone, the good old man,
To my aye storm a-long!
Oh, Stormie's gone, that good old man;
Aye, aye, aye, Mister Storm a-long.

They dug his grave with a silver spade,
To my aye storm a-long!
The shroud of finest silk was made;
Aye, aye, aye, Mister Storm a-long.

They lowered him with a golden chain,
To my aye storm a-long!
Their eyes all dim with more than rain;
Aye, aye, aye, Mister Storm a-long.

He was a sailor bold and true,
To my aye storm a-long!
A good old skipper to his crew;
Aye, aye, aye, Mister Storm a-long.

Of captain brave, he was the best,
To my aye storm a-long!
But now he's gone and is at rest;
Aye, aye, aye, Mister Storm a-long.

He lies low in an earthen bed,
To my aye storm a-long!
Our hearts are sore our eyes are red;
Aye, aye, aye, Mister Storm a-long.

He's moored at least and furled his sail,
To my aye storm a-long!
No danger now from wreck or gale;
Aye, aye, aye, Mister Storm a-long.

Old Storm has heard the angel call,
To my aye storm a-long!
So sing his dirge, now one and all;
Aye, aye, aye, Mister Storm a-long."
39,We'll Rant And We'll Roar,"My name it is Robert, they call me Bob Pittman
I sail in the Ino with Skipper Tom Brown
I'm bound to have Dolly or Biddy or Molly
As soon as I'm able to plank the cash down.
We'll rant and we'll roar like true Newfoundlanders
We'll rant and we'll roar on deck and below
Until we see bottom inside the two sunkers
When straight through the Channel to Toslow we'll go.

I'm a son of a sea cook, and a cook in a trader
I can dance, I can sing, I can reef the mainboom
I can handle a jigger, and cuts a big figure
Whenever I gets in a boat's standing room.
We'll rant and we'll roar like true Newfoundlanders
We'll rant and we'll roar on deck and below
Until we see bottom inside the two sunkers
When straight through the Channel to Toslow we'll go.

If the voyage is good, this fall will do it
I wants two pounds ten for a ring and the priest
A couple of dollars for clean shirt and collars
And a handful of coppers to make up a feast.
We'll rant and we'll roar like true Newfoundlanders
We'll rant and we'll roar on deck and below
Until we see bottom inside the two sunkers
When straight through the Channel to Toslow we'll go.

There's plump little Polly, her name is Goldsworthy
There's John Coady's Kitty and Mary Tibbo
There's Clara from Bruley and young Martha Foley
But the nicest of all is my girl in Toslow.
We'll rant and we'll roar like true Newfoundlanders
We'll rant and we'll roar on deck and below
Until we see bottom inside the two sunkers
When straight through the Channel to Toslow we'll go.

Farewell and adieu to ye fair ones of Valen
Farewell and adieu to ye girls in the Cove
I'm bound to the westward, to the wall with the hole in
I'll take her from Toslow the wide world to rove.
We'll rant and we'll roar like true Newfoundlanders
We'll rant and we'll roar on deck and below
Until we see bottom inside the two sunkers
When straight through the Channel to Toslow we'll go.

Farewell and adieu to ye girls of St. Kryan's
Of Paradise and Presque, big and little Bona
I'm bound unto Toslow to marry sweet Biddy
And if I don't do so I'm afraid of her da'.
We'll rant and we'll roar like true Newfoundlanders
We'll rant and we'll roar on deck and below
Until we see bottom inside the two sunkers
When straight through the Channel to Toslow we'll go.

I've bought me a house from Katherine Davis
A twenty pound bed from Jimmy McGraw
I'll get me a settle, a pot and a kettle
And then I'll be ready for Biddy, hurrah!
We'll rant and we'll roar like true Newfoundlanders
We'll rant and we'll roar on deck and below
Until we see bottom inside the two sunkers
When straight through the Channel to Toslow we'll go.

Then here is a health to the girls of Fox Harbour
Of Oderin and Presque, Crabbes Hole and Bruley
Now let ye be jolly, don't be melancholy
I can't marry all or in chokey I'd be.
We'll rant and we'll roar like true Newfoundlanders
We'll rant and we'll roar on deck and below
Until we see bottom inside the two sunkers
When straight through the Channel to Toslow we'll go."
40,We're All Bound To Go,"As I was walked down the Landing Stage,
All on a Summer's morn,,
Heave away, my Johnny, Heave Away.
It's there I spied an Irish girl,
A-looking all forlorn.
And away my Johnnie boys,
We're all bound to go.

Oh, good morning, Mr. Tapscott,
Good morning, my girl, says he,
Heave away, my Johnny, Heave Away.
Have you got a packet ship,
To carry me across the sea?
And away my Johnnie boys,
We're all bound to go.

Oh yes, I have a clipper ship,
She's called the Henry Clay,
Heave away, my Johnny, Heave Away.
She sails today for Boston Bay,
She sails away at break of day.
And away my Johnnie boys,
We're all bound to go.

Oh will you take me to Boston Bay,
When she sails away at break of day?
Heave away, my Johnny, Heave Away.
I want to marry a Yankee boy,
And I'll cross the sea no more.
And away my Johnnie boys,
We're all bound to go."
41,Whisky Johnnie,"Whisky is the life of man,
Whisky Johnnie.
Oh! whisky is the life of many,
Whisky for my Johnnie.

I'll drink whisky when I can,
Whisky Johnnie.
I'll drink it out of an old tin can,
Whisky for my Johnnie.

Whisky gave me a broken nose,
Whisky Johnnie.
Whisky made me pawn my clothes,
Whisky for my Johnnie.

Whisky drove me around Cape Horn,
Whisky Johnnie.
It was many a month when I was gone,
Whisky for my Johnnie.

I thought I heard the old man say,
Whisky Johnnie.
'I'll treat my crew in a decent way,'
Whisky for my Johnnie.

A glass of grog for every man,
Whisky Johnnie.
And a bottleful for the chanteyman,
Whisky for my Johnnie."
42,Won't You Go My Way?,"I met her in the morning;
Won't you go my way?
I met her in the morning;
Won't you go my way?

In the morning bright and early;
Won't you go my way?
In the morning bright and early;
Won't you go my way?

O Julia, Anna, Maria;
Won't you go my way?
O Julia, Anna, Maria;
Won't you go my way?

I asked that girl to marry.
Won't you go my way?
I asked that girl to marry.
Won't you go my way?

She said she'd rather tarry.
Won't you go my way?
She said she'd rather tarry.
Won't you go my way?

Oh marry, never tarry.
Won't you go my way?
Oh marry, never tarry.
Won't you go my way?

Hugill's Version

I met her on the Bow'ry
Won't yiz go my way?
I met her on the Bow'ry
Won't yiz go my way?

She backed her main-tops'l smartly,
Won't yiz go my way?
She backed her main-tops'l smartly,
Won't yiz go my way?

She spent my money freely,
Won't yiz go my way?
She grabbed the lot or nearly.
Won't yiz go my way?

An' now that I am marry,
Won't yiz go my way?
I'm glad I didn't tarry.
Won't yiz go my way?

Oh, round her up so hearty,
Won't yiz go my way?
Yo-ho, oh, Jack-me-hearty.
Won't yiz go my way?

Oh, Julia, Anne, Maria.
Won't yiz go my way?
Oh, Julia, Anne, Maria.
Won't yiz go my way?"
43,Yankee Whalermen,"Farewell and adieu to you Spanish ladies
Farewell and adieu to you ladies of Spain
For we've received orders to sail from New England
And we hope in a short time to see you again
We'll rant and we'll roar like true Yankee Whalermen
We'll rant and we'll roar on deck and below
Until we sight Gayhead off old Martha's Vineyard
And straight up the channel to New Bedford we'll go.

We hove our our ship to with the wind from the sou'west, boys.
We hove our our ship to deep soundings to take
'Twas 45 fathoms with light sandy bottom
We squared our main yard and up channel did make.
We'll rant and we'll roar like true Yankee Whalermen
We'll rant and we'll roar on deck and below
Until we sight Gayhead off old Martha's Vineyard
And straight up the channel to New Bedford we'll go.

I went to a dance one night in Tombaz.
There were plenty of girls there as fine as you wish.
There was one pretty maiden a chewin' tobacco
Just like a young kitten a chewin' fresh fish.
We'll rant and we'll roar like true Yankee Whalermen
We'll rant and we'll roar on deck and below
Until we sight Gayhead off old Martha's Vineyard
And straight up the channel to New Bedford we'll go.

Then the signal was sent for the grand ship to anchor
And all in the downs that night for to lie
Let go your shank painter, let go your cat stopper
Haul up your clew garnets, let tacks and sheets fly.
We'll rant and we'll roar like true Yankee Whalermen
We'll rant and we'll roar on deck and below
Until we sight Gayhead off old Martha's Vineyard
And straight up the channel to New Bedford we'll go."
44,Admiral Benbow,"Come all you seamen bold
and draw near, and draw near,
Come all you seamen bold and draw near.
It's of an admiral's fame,
O brave Benbow was his name,
How he fought all on the main,
you shall hear, you shall hear.

Brave Benbow he set sail
For to fight, for to fight
Brave Benbow he set sail for to fight.
Brave Benbow he set sail
with a fine and pleasant gale
But his captains they turn'd tail
in a fright, in a fright.

Says Kirby unto Wade:
We will run, we will run
Says Kirby unto Wade, we will run.
For I value no disgrace,
nor the losing of my place,
But the enemy I won't face,
nor his guns, nor his guns.

The Ruby and Benbow
fought the French, fought the french
The Ruby and Benbow fought the French.
They fought them up and down,
till the blood came trickling down,
Till the blood came trickling down
where they lay, where they lay.

Brave Benbow lost his legs
by chain shot, by chain shot
Brave Benbow lost his legs by chain shot.
Brave Benbow lost his legs,
And all on his stumps he begs,
Fight on my English lads,
'Tis our lot, 'tis our lot.

The surgeon dress'd his wounds,
Cries Benbow, cries Benbow
The surgeon dress'd his wounds, cries Benbow.
Let a cradle now in haste,
on the quarterdeck be placed
That the enemy I may face
'Til I die, 'Til I die."
45,Andrew Barton,"As itt beffell in midsummer-time,
When burds singe sweetlye on euery tree,
Our noble king, King Henery the Eighth,
Ouer the river of Thames past hee.

Hee was no sooner ouer the riuer,
Downe in a fforrest to take the ayre,
But Eighty merchants of London cittye
Came kneeling before King Henery there.

""O yee are welcome, rich merchants,
Good saylers, welcome unto me!""
They swore by the rood they were saylers good,
But rich merchants they cold not bee.

""To Ffrance nor Fflanders dare we nott passe,
Nor Burdeaux voyage wee dare not ffare,
And all ffor a ffalse robber that lyes on the seas,
And robbs us of our merchants ware.""

King Henery was stout, and he turned him about,
And swore by the Lord that was mickle of might,
""I thought he had not beene in the world throughout
That durst haue wrought England such unright.""

But ever they sighed, and said, ""alas!""
Unto King Harry this answere againe:
""He is a proud Scott that will robb us all
If wee were twenty shipps and hee but one.""

The king looket ouer his left shoulder,
Amongst his lords and barrons soe ffree:
""Have I never lord in all my realme
Will ffeitch yond traitor unto mee?""

""Yes, that dare I!"" sayes my lord Charles Haward,
Neere to the king wheras hee did stand;
""If that Your Grace will give me leave,
My selfe will be the only man.""

""Thou shult have six hundred men"" saith our king,
""And chuse them out of my realme soe ffree;
Besids marriners and boyes
To guide the great shipp on the sea ""

""Ile goe speake with Sir Andrew,"" sais Charles,
      my lord Haward;
""Upon the sea, if he be there
I will bring him and his shipp to shore
Or before my prince I will never come neer.""

The ffirst of all my lord did call
A noble gunner hee was one;
This man was three score yeeres and ten,
Anr Peeter Simon was his name.

""Peeter,"" sais hee, ""I must sayle the sea,
To seeke out an enemye; God be my speed
Before all others I have chosen thee;
Of a hundred gunners thoust be my head.""

""My lord,"" sais hee, ""if you have chosen mee
Of a hundred gunners to be the head,
Hange me att your maine-mast tree
If I misse my marke past three pence bread.""

The next of all my lord he did call,
A noble bowman hee was one;
In Yorekeshire was this gentleman borne,
And William Horsley was his name.

""Horsley,"" sayes hee, ""I must sayle to the sea,
To seeke out an enemye; God be my speede
Before all others I have chosen thee;
Of a hundred bowemen thoust be my head.""

""My lord,"" sais he, ""if you haue chosen mee
Of a hundred bowemen to be the head,
Hang me att your mainemast-tree
If I misse my marke past twelve pence bread.""

With pikes, and gunnes, and bowemen bold
This noble Haward is gone to the sea,
On the day before midsummer-even,
And out att Thames mouth sayled they.

They had not sayled dayes three
Upon their journey they tooke in hand,
But there they mett with a noble shipp,
And stoutely made itt both stay and stand.

""Thou must tell me thy name,"" sais Charles,
     my lord Haward,
""Or who thou art, or ffrom whence thou came,
Yea, and where thy dwelling is,
To whom and where thy shipp does belong.""

""My name,"" says hee, ""is Henery Hunt,
With a pure hart and a penitent mind;
I and my shipp they doe belong
Unto the New-castle that stands vpon Tine""'

""Now thou must tell me, Harry Hunt,
As thou hast sayled by day and by night,
Hast thou not heard of a stout robber?
Men calls him Sir Andrew Bartton, Knight.

But ever he sighed, and sayd, ""Alas!
Ffull well, my lord, I know that wight;
He robd me of my merchants ware,
And I was his prisoner but yesternight.""

""As I was sayling upon the sea,
And a Burdeaux voyage as I did ffare,
He clasped me to his archborde,
And robd me of all my merchantsware.""

""And I am a man both poore and bare,
And every man will have his owne of me,
And I am bound towards London to ffare,
To complaine to my prince Henerye.""

""That shall not need,"" sais my lord Haward;
""If thou canst lett me this robber see,
Ffor euery peny he hath taken thee ffroe,
Thou shalt be rewarded a shilling."" quoth hee.

""Now God fforefend"" sais Henery Hunt
""My lord, you shold worke soe ffarr amisse!
God keepe you out of that traitors hands!
For you wott ffull litle what a man hee is.

""Hee is brasse within, and steele without,
And beames hee beares in his topcastle stronge;
His shipp hath ordinance cleane round about;
Besids, my lord, hee is verry well mand.

""He hath a pinnace, is deerlye dight,
Saint Andrews crosse, that is his guide;
His pinnace beares nine score men and more,
Besids fifteen cannons on euery side.

""If you wvere twenty shippes, and he but one,
Either in archboard or in hall,
He would overcome you everye one,
And if his beames they doe downe ffall""

""This is cold comfort"" sais my Lord Haward,
""To wellcome a stranger thus to the sea;
I'll bring him and his shipp to shore,
Or else into Scottland hee shall carrye mee""

""Then you must gett a noble gunner, my lord,
That can sett well with his eye,
And sinke his pinnace into the sea,
And soone then overcome will hee bee.

""And when that you haue done this,
If you chance Sir Andrew for to bord,
Lett no man to his topcastle goe;
And I will giue you a glasse, my lord.""

""And then you need to ffeare no Scott,
Whether you sayle by day or by night;
And to-morrow, by seven of the clocke,
You shall meete with Sir Andrew Barton, Knight.

""I was his prisoner but yesternight,
And he hath taken mee sworne,"" quoth hee;
""I trust my Lord God will me fforgive
And if that oath then broken bee.""

""You must lend me sixe peeces, my lord;"" quoth hee
""Into my shipp, to sayle the sea,
And tomorrow, by nine of the clocke,
Your Honour againe then will I see.""

And the hache-bord where Sir Andrew lay
Is hached with gold deerlye dight:
""Now by my ffaith;"" sais Charles, my lord Haward
""Then yonder Scott is a worthye wight!""

""Take in your ancyents and your standards,
Yea that no man shall them see,
And put me fforth a white willow wand,
As merchants use to sayle the sea.""

But they stirred neither top nor mast,
But Sir Andrew they passed by:
""whatt English are yonder,"" said Sir Andrew
""That can so litle curtesye?""

""I have beene admirall over the sea
More then these yeeres three;
There is never an English dog, nor Portingall
Can passe this way without leave of me.""

""But now yonder pedlers, they are past
Which is no litle greffe to me;
Ffeich them backe;"" sayes Sir Andrew Barton
""They shall all hang att my maine-mast tree.

With that the pinnace itt shott of
That my Lord Haward might it well ken
Itt stroke downe my lords fforemast
And killed fourteen of my lord his men.

""Come hither, Simon!"" sayes my lord Haward
""Looke that thy words be true thou sayed;
I'll hang thee att my main-mast tree
If thou misse thy marke past twelve pence bread.

Simon was old, but his hart itt was bold;
Hee tooke downe a peece, and layd itt ffull lowe
He put in chaine yeards nine,
Besids other great shott lesse and more.

With that hee lett his gun-shott goe;
Soe well hee settled itt with his eye,
The ffirst sight that Sir Andrew sawe,
Hee see his pinnace sunke in the sea.

When hee saw his pinnace sunke,
Lord! in his hart hee was not well:
""Cutt my ropes! itt is time to be gon!
I'le goe ffeitch yond pedlers backe my selfe!""

When my lord Haward saw Sir Andrew loose,
Lord! in his hart that hee was ffaine:
""Strike on your drummes! spread out your ancyents
Sound out your trumpetts! sound out amaine!""

""Ffight on, my men!"" sais Sir Andrew Bartton;
Weate, howsoever this geere will sway,
Itt is my lord Admirall of England
Is come to seeke mee on the sea.""

Simon had a sonne; with shott of a gunn-
Well Sir Andrew might itt ken-
He shott itt in att a priuye place,
And killed sixty more of Sir Andrews men.

Harry Hunt came in att the other syde,
And att Sir Andrew hee shott then;
He drove downe his fformast-tree,
And killed eighty more of Sir Andrews men.

""I have done a good turne,"" sayes Harry Hunt;
""Sir Andrew is not our kings ffriend;
He hoped to haue undone me yesternight,
But I hope I have quitt him well in the end.""

""Ever alas!"" sayd Sir Andrew Barton
""what shold a man either thinke or say?
Yonder ffalse theeffe is my strongest enemye
Who was my prisoner but yesterday.

""Come hither to me, thou Gourden good,
And be thou readye att my call,
And I will give thee three hundred pound
If thou wilt lett my beames down ffall""

With that hee swarved the maine-mast tree,
Soe did he itt with might and maine;
Horseley, with a bearing arrow,
Stroke the Gourden through the braine.

And he ffell into the haches againe,
And sore of this wound that he did bleed;
There word went through Sir Andrews men,
That the Gourden hee was dead.

""Comie hither to me, James Hambliton,
Thou are my sisters sonne, I have no more;
I will give thee six hundred pound
If thou will lett my beames downe ffall.""

With that hee swarved the maine-mast tree,
Soe did hee itt with might and maine:
Horseley, with another broad arrow,
Strike the yeaman through the braine.

That hee ffell downe to the haches againe;
Sore of his wound that hee did bleed;
Covetousness getts no gaine,
Itt is verry true, as the Welchman sayd.

But when hee saw his sisters sonne slaine,
Lord! in his heart hee was not well:
""Goe ffeitch me downe my armour of prooffe,
For I will to the topcastle my-selfe.

""Goe ffeitch me downe my armour of prooffe,
For it is guilded with gold soe cleare;
God be with my brother, John of Bartton!
Amongst the Portingalls hee did itt weare.""

But when hee had his armour of prooffe,
And on his body hee had itt on,
Every man that looked att him
Sayd, ""Gunn nor arrow he neade feare none""

""Come hither, Horsley!"" sayes my lord Haward,
""And looke your shaft that itt goe right;
Shoot a good shoote in the time of need,
And ffor thy shooting thoust be made a knight!""

""I'le doe my best,"" sayes Horsley then,
""Your Honor shall see beffore I goe;
If I shold be hanged att your mainemast,
I have in my shipp but arrowes tow.""

But att Sir Andrew hee shott then;
Hee mede sure to hitt his marke;
Vnder the spole of his right arme
Hee smote Sir Andrew quite through the hart.

Yett ffrom the tree hee wold not start,
But hee clinged to itt with might and maine;
Vnder the coller then of his jacke,
He stroke Sir Andrew thorrow the braine.

""Ffight on my men,"" sayes Sir Andrew Barton,
""I arm hurt, but I am not slaine;
I'le lay mee downe and bleed a-while,
And then I'le rise and ffight againe.

""Ffight on my men,"" sayes Sir Andrew Bartton
""These English doggs they bite soe lowe;
Ffight on ffor Scottland and Saint Andew
Till you heare my whistle blowe!""

But when they cold not heare his whistle blow,
Sayes Harry Hunt, ""I'le lay my head
You may bord yonder noble shipp, my lord,
For I know Sir Andrew hee is dead.""

With that they borded this noble shipp,
Soe did they itt with might and maine;
The ffound eighteen score Scotts alive,
Besids the rest were maimed and slaine.

My Lord Haward tooke a sword in his hand,
And smote off Sir Andrews head;
The Scotts stood by did weepe and mourne,
But never a word durst speake or say.

He caused his body to be taken downe,
And ouer the hatch-bord cast into the sea,
And about his middle three hundred crownes:
""whersoever thou lands, it will bury thee.""

With his head they sayled into England againe,
With right good will, and fforce and main,
And the day beffore Newyeeres even
Into Thames mouth they came againe.

My lord Haward wrote to King Heneryes grace,
With all the newes hee cold him bring:
""Such a Newyeeres gifft I have brought to your Grace
As neuer did subject to any king.

""Ffor merchandyes and manhood,
The like is nott to be ffound;
The sight of these wold doe you good,
Ffor you haue not the like in your English ground.""

But when hee heard tell that they were come,
Full royally hee welcomed them home;
Sir Andrew's shipp was the kings Newyeeres guifft;
A braver shipp you never saw none.

Now hath our king Sir Andrews shipp,
Besett with pearles and precyous stones;
Now hath England two shipps of warr,
Two shipps of warr, before but one.

""who holpe to this?"" sayes King Henerye,
""That I may reward him ffor his paine:""
""Harry Hunt, and Peeter Simon,
William Horseleay, and I the same.""

""Harry Hunt shall haue his whistle and chain
And all his jewells, whatsoever they be
And other rich giffts that I will not name
For his good service he hath done.""

""Horslay, right thoust be a knight,
Lands and livings thou shalt have store
Haward shall be erle of Nottingham
And soe was never Haward before.

""Now, Peeter Simon, thou art old;
I will maintaine thee and thy sonne;
Thou shalt have five hundred pound all in gold
Ffor the good service that thou hast done.""

Then King Henerye shiffted his roome
In came the Queene and ladyes bright;
Other arrands they had none
But to see Sir Andrew Bartton, Knight.

But when they see his deadly fface,
His eyes were hollow in his head;
""I wold give a hundred pound,"" sais King Henry
""The man were alive as hee is dead!

""Yett for the manfull part that hee hath playd
Both heere and beyond the sea,
His men shall have halfe a crowne a day
To bring them to my brother, King Jamye!"""
46,The Arethusa,"Come, all ye jolly sailors bold,
Whose hearts are cast in honour's mould,
While English glory I unfold,
Hurra for the Arethusa!

She is a frigate tight and brave
As ever stemmed the dashing wave;
Her men are staunch to their fav'rite launch,
And when the foe shall meet our fire,
Sooner than strike we'll all expire,
On board of the Arethusa!

'Twas with the spring fleet she went out,
The English Channel to cruise about,
When four French sail, in show so stout,
Bore down on the Arethusa!

The famed Belle Poole straight a head did lie,
The Arethusa seemed to fly,
Not a sheet or a tack, or a brace did she slack,
Tho' the Frenchmen laugh'd and thought it stuff,
But they knew not the handful of men how tough,
On board of the Arethusa.

On deck five hundred men did dance,
The stoutest they could find in France,
We with two hundred did advance,
On board of the Arethusa.

Our captain hailed the Frenchman, ""Ho!""
The Frenchmen then cried out, ""Hallo!""
""Bear down, d'ye see, to our Admiral's lee,""
""No, no,"" says the Frenchman, ""that can't be,""
""Then I must lug you along with me.""
Says the saucy Arethusa.

The fight was off the Frenchman's land,
We forced them back upon their strand,
For we fought till not a stick would stand,
Of the gallant Arethusa.

And now we've driven the foe ashore,
Never to fight with Britons more,
Let each fill a glass to his fav'rite lass!
A health to the captain and officers true,
And all that belong to the jovial crew,
On board of the Arethusa."
