,title,lyrics
108,irish rover,a d in the year of our lord eighteen hundred and six a e we set sail for the coal quay of cork a d we were sailing away with a cargo of bricks a e a for the grand city hall in new york a e we d an elegant craft it was rigged fore and aft a e and how the trade winds dro ove her a d she had twenty three masts and she stood several blasts a e a and they called her the irish ro ver a d there was barney magee from the banks of the leea e there was hogan from county tyronea d there was johnny magurk who was scared stiff of worka e a and a chap from westmeath named malonea e there was slugger o toole who was drunk as a rulea e and fighting bill tracy from do vera d and your man mick mc cann from the banks of the banna e a was the skipper of the irish ro ver a d we had one million bags of the best sligo ragsa e we had two million barrels of bonea d we had three million bales of nanny goats talesa e a we had four million barrels of stonea e we had five million hogs and six million dogsa e and seven million barrels of po rtera d we had eight million sides of old blind horses hidesa e a in the hold of the irish ro ver a d we had sailed seven years when the measles broke outa e and our ship lost her way in a foga d and the whole of the crew was reduced down to twoa e a t was myself and the captains old doga e the ship struck a rock oh lord what a shocka e and nearly tumbled o vera d turned nine times around then the poor old dog was drowneda e a i m the last of the irish ro ver
109,flower of scotland,oh flower of scotland when will we see your like again that fought and died for yer wee bit hill and glen and stood against him proud edward s army and sent him homeward tae think againthe hills are bare now and autumn leaves lie thick and still for land that is lost now which those so dearly held and stood against him proud edward s army and sent him homeward tae think againthose days are past now and in the past they must remain but we can still rise now and be the nation again that stood against him proud edward s army and sent him homeward tae think againthe hills are bare now and autumn leaves lie thick and still for land that is lost now which those so dearly held oh flower of scotland when will we see yer like againthat fought and died for yer wee bit hill and glen and stood against him proud edward s army and sent him homeward tae think again
110,waiting for the day rudy sunde version,the worst old scow that every did weighsailed one day from whangareiwaiting for the day waiting for the daywaiting for the day we get our pay she was built in ancient timesheld together with bits of twinemoored in the dock logs on deckshe looked a terrible worn out wreckskipper s half dutch maori toowe were short two men in crewoff cape rodney sprung a leaki heard her poor old timbers creakdown the gulf we sailed all daypumping like madmen all the waywe pumped all day we pumped all nightslowly passed old tiri lightskipper said boys you re doing finekeep on pumping all the timeround north head passed bean rockladen down with kauri logsup the harbour to freeman s baydropped the anchor sent the logs awayskipper said boys you ve earned your treatgleeson s pub is across the street off we went in double quick timespent our pay on whiskey and winethat was the day that was the daythat was the day we got our pay
111,cheer ly men sea porn be warned dirty lyrics,oh nancy dawson hiyocheerily menso says the bosun hiyocheerliy menshe s got no drawers on hiyocheerliy men hauly hiyo cheerliy men oh flora fernana hiyoloves her banana hiyoit didn t harm her hiyooh suzie skinner hiyoshe s no beginner hiyoprefers it to dinner hiyooh betsy baker hiyoshe fucked this quaker i knowshe let him take her hiyojennifer bell hiyoshe drinks as well hiyoshe ll never tell hiyooh kitty karson hiyoshe fucked this parson i knowshe s got his bastard hiyo
112,auf einem seemannsgrab,ob sturm uns bedroht hoch vom norden ob heimweh im herzen uns brennt wir sind kameraden geworden und wenn es zur h lle auch geht matrosen die wissen zu sterben wie immer das schicksal auch spielt und geht uns re trommel in scherben dann singt uns der nordwind ein lied refrain auf einem seemannsgrab da bl hen keine rosen auf einem seemannsgrab da bl ht kein bl melein der einz ge gru das sind die wei en m wen und eine tr ne die ein kleines m del weint so manchen von uns sah n wir sterben doch keiner von uns hat geweint scharfe klippensie brachten verderben der kahn ging zum teufel derweil es schlugen die eiskalten wogen nach dem den wir alle so geliebt und als ihn der tod von uns trennte da sangen wir leis dieses lied refrain
113,lisbon,twas on a monday morning all in the month of mayour ship she weighed up anchor all for to sail awaythe wind it from the southwest blew for lisbon we were boundthe hills and dales were covered with pretty young girls around i wrote a letter to nancy for her to understandthat i should have to leave her unto some foreign landshe said my dearest william these words do break my heartoh let us married be tonight dear willy before you start for ten long weeks or better i ve been with child by theeso stay at home dear william be kind and marry meour captain has commanded us and i shall have to gothe queens in want of men my love i never dare answer no i ll cut my long yellow hair men s clothing i ll put onand i will go with you my love and be your waiting manand when it is your watch on deck your duty i will doi ll face the field of battle love in order to be with you your pretty little fingers they are but long and smallyour waist it is too slender to face the cannon ballfor loud the cannon rattle love and blazing bullets flyand silver trumpets sound my love to cover the dismal cry if i should meet with a lady that s proper tall and gayif i should fancy her my love what would you have to saywould you not be offended then oh no my lover truei d stand aside sweet william whenever she pleasures you twas on a monday morning all in the month of mayour ship she weighed up anchor all for to sail awaythe wind it from the southwest blew for lisbon we were boundthe hills and dales were covered with pretty young girls around
114,the blackball line,in the black ball line i serv d my time hurrah for the black ball line in the black ball line i serv d my time hurrah for the black ball line the black ball ships are good and true hurrah for the black ball line they are the ships for me and you hurrah for the black ball line for once there was a black ball ship hurrah for the black ball line that fourteen knots an hour could slip hurrah for the black ball line her yards were square her gear all new hurrah for the black ball line she had a good and gallant crew hurrah for the black ball line one day whilst sailing on the sea hurrah for the black ball line they saw a vessel on their lee hurrah for the black ball line they knew it was a pirate craft all armed with guns before and aft she fired a shot across their bow hurrah for the black ball line which was not kind you must allow hurrah for the black ball line they did not fear as you may think hurrah for the black ball line but made the pirates water drink hurrah for the black ball line they gave that vessel their sharp stem hurrah for the black ball line and cut her through more praise to them hurrah for the black ball line they seized the pirates wicked mate hurrah for the black ball line he was so bad they broke his pate hurrah for the black ball line the skipper and his wicked crew hurrah for the black ball line they sunk beneath the waters blue hurrah for the black ball line it was a plucky thing to do hurrah for the black ball line to cut the pirate vessel through hurrah for the black ball line then drink success to the black ball line hurrah for the black ball line their ships are good their men are fine hurrah for the black ball line in the black ball line i served my time hurrah for the black ball line in the black ball line i served my time hurrah for the black ball line
115,saucy sailor,come me own one come me fair one come now unto me could you fancy a poor sailor lad who has just come from sea you are ragged love and you re dirty love and your clothes smell much of tar so be gone you saucy sailor lad so be gone you jack tarif i m ragged love and i m dirty love and me clothes smell much of tar i have silver in me pockets love and gold in great store and when she heard him say so on her bended knees she fell i will marry my dear henry for i love sailor lad so well do you think that i am foolish love do you think that i am mad for to wed with a poor country girl where no fortunes to be hadi will cross the briney ocean i will whistle and sing and since you have refused the offer love some other girl will wear the ringi am frolicsome and i am easy good tempered and free and i don t give a single pin me boys what the world thinks of me of sailor jerry s spiced rum a couple of weeks ago to make what tuernd out to be a delicious spiked spiced apple cider now i m left in a horrible position too much rum what on earth am i going to do
116,the north atlantic sqaudron sea porn lyric warning,sample can be heard here http www saltydick com lyrics the north atlantic squadron htm chorus away away with fife and drum here we come full of rum looking for women who peddle their bum in the north atlantic squadron when we arrived in montreal she spread her legs from wall to wall she took the captain balls and all in the north atlantic squadron chorus we were seven days at sea the captain took to buggery his only joy was the cabin boy in the north atlantic squadron chorus a sailing up and down the coast now here s the thing we love the most to fuck the girls and drink a toast to the north atlantic squadron chorus well off the coast of labrador we took on board a floating whore we fucked her forty times or more in the north atlantic squadron chorus a sailing up to newfoundland each sailor had his prick in hand oh say my boys can you make it stand in the north atlantic squadron chorus and when our ship is in dry dock the whores around us all do flock it s every man unfurl your cock in the north atlantic squadron chorus
117,nancy lee,of all the wives as e er you know yeo ho lads ho yeo ho yeo ho there s none like nancy lee i trow yeo ho yeo ho yeo ho see there she stands and waves her hands upon the quay and every day when i m away she ll watch for me and whisper low when tempests blow for jack at sea yeo ho lads ho yeo ho chorus after each versethe sailor s wife the sailor s star shall be yeo ho we go across the sea the sailor s wife the sailor s star shall be the sailor s wife his star shall be the harbor s past the breezes blow yeo ho lads ho yeo ho yeo ho tis long ere we come back i know yeo ho yeo ho yeo ho but true and bright from morn till night my home will be and all so neat and snug and sweet for jack at sea and nancy s face to bless the place and welcome me yeo ho lads ho yeo ho the bosun pipes the watch below yeo ho lads ho yeo ho yeo ho then here s a health afore we go yeo ho yeo ho yeo ho a long long life to my sweet wife and mates at sea and keep our bones from davy jones where e er we be and may you meet a mate as sweet as nancy lee yeo ho lads ho yeo ho
118,a wet sheet and a flowing sea,a wet sheet and a flowing sea a wind that follows fast and fills the white and rustling sail and bends the gallant mast and bends the gallant mast my boys while like an eagle free away the good ship flies and leaves columbia on our lee chorus after each verse oh give me a wet sheet a flowing sea and a wind that follows fast and fills the white and rustling sail and bends the gallant mast oh for a soft and gentle wind i heard a fair one cry but give to me the roaring breeze and the white waves heaving high and white waves heaving high my boys the good ship tight and free the world of waters is our home and merry men are we there s a tempest in yon horned moon and lightning in yon cloud and hard the music mariners the wind is piping loud the wind is piping loud my boys the lightning flashes free while the hollow oak our palace is our heritage the sea
119,the last shanty,well me father often told me when i was just a lad a sailor s life was very hard the food was always bad but now i ve joined the navy i m aboard a man o war and now i ve found a sailor ain t a sailor any moredon t haul on the rope don t climb up the mast if you see a sailing ship it might be your last just get your civies ready for another run ashore a sailor ain t a sailor ain t a sailor anymorewell the killock of our mess he says we ve had it soft it wasn t like this in his day when he was up aloft we like our bunks and sleeping bags but what s a hammock for swinging from the deckhead or lying on the floor choruswell they gave us an engine that first went up and down then with more technology the engine went around we know our steam and diesel but what s a mainyard for a stoker ain t a stoker with a shovel anymore choruswell they gave us aldiss lamp so we could do it right they gave us a radio we signaled day and night we know our codes and cyphers but what s a semaphore a bunting tosser doesn t toss the bunting anymorechorustwo cans of beer a day and that s your bleeding lot now we get an extra one because they ve stopped the tot so we ll put on our civie clothes and find a pub ashore a sailor s still a sailor just like he was beforechorus
120,the bigler,on the sunday morning just at the hour of ten when the tug mico robert towed the schooner bigler through lake michigan o there we made our canvas in the middle of the fleet and the wind hauled to the south ard boys so we had to give her sheet chorus watch her catch her jump in her ju baju give her sheet and let her go the lads will pull her through and don t you hear her howling when the wind was blowing free on our down trip to buffalo from milwaukee the wind comes down from the south southeast it blows both stiff and strong you d ought to ve seen that little schooner bigler as she pulled out lake michigan o far beyond her foaming bows the fiery lights aflame with every stitch of canvas and her course was wing and wing chorus passing by the proctors the wind was blowing free sailing by the beavers with the skillaglee on our lea o we hauled her in full and bye as close as she would lie and we weathered waugoshance to enter the straits of mackinaw chorus at huron we made presque isle light and then we tore away the wind it being fair for the isle of thunder bay then the wind it shifted and the night it came on dark the captain kept a sharp lookout for the light at point aux barques chorus we passed the light and kept in sight of michigan north shore a boomin for the river as we d often done before when just abreast of port huron light both anchors we let go and the sweepstake came longside and took the bigler in tow chorus she took the seven of us in tow all of us fore and aft she towed us down to lake st clare and stuck us on the flat then eased the hunter s tow line to give us all relief the bigler fell astern and went into a boat called the maple leaf chorus and then the sweepstake towed us out beyond the river light lake erie for to roam and the blustering winds to fight the wind being from the south ard it blew a pretty gale and we took it as it came for we could not carry sail chorus we made the eau and passed long point the wind now blowing free we bowled along the canada shore port colborne on our lee what is that that looms ahead we knew as we drew near that blazing like a star shone the light on buffalo pier chorus and now we re safely moored in the buffalo creek at last and under brigg s elevator the bigler is made fast and in some lager beer saloon we ll let the bottle pass for we re all happy shipmates and we like a social glass chorus
121,the california,chorus ah me the boys the california girl of the summer and sons of the sea pack your gear for the california winds are seldom freeand now you got a breeze i must go where the tall ships go climb aloft in a gale shanty loud for the bygone sailing days when i gave chase to a whale you know i followed the whale chorus so hoist a sail on this barkentine we re outward bound on the sea farewell to ye landlubbin sons of a rock our birds are flying free they ve forgotten all your dreams chorus so come all you poets and dreamers too tack your sail close to the line set your couse for a star found latitude hang all your troubles behind the sea she s a heady wine
122,the single sailor,as william and mary walked by the sea side their last farewell to take should you never return young william she said my poor heart will surely break be not thus dismayed young william he said as he pressed the dear maid to his side nor my absence don t mourn for when i return i will make little mary my bride three years passed away without news when at last as she sat at her own cottage door an old beggar came by with a patch on his eye quite lame and pity did implore if you re charity you ll bestow said he i will tell you your fortune beside the lad that you mourn will never return to make little mary his bride mary started and trembled oh tell me she cried all the money i ve got i will give to what i ask you if you will tell me true only say my dear william live in poverty he lives said he and shipwrecked he has been beside and return will no more because he is poor to make little mary his bride that he lives heaven knows the great joy that i feel yet still his misfortunes i mourn for he d been welcome to me in poverty in his blue jacket tattered and torn for i love him so dear so true and sincere that no other i swear beside if in riches he rolled and was clothed in gold should make little mary his bride the patch from his eye the beggar then threw his old coat and his crutch too beside with cheeks like a rose and in jacket so blue twas william stood by mary s side forgive me dear maid then william he said your love it was only i tried to church let s away for ere the sun sets i ll make little mary my bride
123,soon may the wellerman come,there was a ship that put to sea and the name of the ship was the billy of tea the winds blew up her bow dipped down oh blow my bully boys blow soon may the wellerman come and bring us sugar and tea and rum one day when the tonguing is done i ll take my leave and go she had not been two weeks from shore when down on her a right whale bore the captain called all hands and swore he d take that whale in tow before the boat had hit the water the whale s tail came up and caught her all hands to the side harpooned and fought her when she dived down below no line was cut no whale was freed the captain s mind was not of greed but he belonged to the whaleman s creed she took the ship in tow for forty days or even more the line went slack then tight once more all boats were lost there were only four but still the whale did go as far as i ve heard the fight s still on the line s not cut and the whale s not gone the wellerman makes his regular call to encourage the captain crew and all
124,the whores of sailortown sea porn lyric warning,sample can be heard here http www saltydick com lyrics the whores of sailortown htm chorus here s to the whores of sailortown the white the black the yellow and brown walk right in lay your money down and fuck the night away there s betty from port adelaide the prettiest hooker i ever laid she has a cunt that is snug enough and tits as big as the sunday duff chorus there s a sing song gal out in hong kong takes every inch of my whopping dong she knows her way around my cock from the hours we spent at strop and block chorus in dunkirk there is sweet marie as clever a tart as you will see set a franc down by your cup with her cunt lips she ll pick it up chorus there s fat louise who weighs a ton built like a cow in more ways than one shoves a champagne bottle up her cunt til nothing is seen expect the punt chorus there s nelly out in frisco town she can really blow me down says i m better than the rest let s me fuck the hole i like the best chorus in antwerp by the kattendyke annie sings a song i like jiggy jiggy johnny it s so fine come and get some sixty nine chorus there s maria down in valapo sweet as far as putas go whatever i want she doesn t mind up on top or from behind chorus there s nancy lives in port mahon by god she is an amazon she ll wrap her legs around my waist and mash her tits against my face chorus now meg s the queen of tiger bay always right for a roll in the hay if a sailor comes in worth a mint she will fuck him til he s skint chorus you ll find kate in liverpool she could run whoring school she ll drink and fuck me all week long til my pulp and jiz are both all gone chorus
125,the girl i left behind me,the dames of france are fond and free and flemish lips are willingand soft the maids of italy and spanish eyes are thrilling still though i bask beneath their smile their charms fail to bind meand my heart goes back to erin s isle to the girl i left behind me for she s as fair as shannon s side and purer than its waterbut she refused to be my bride though many years i sought her yet since to france i sailed away her letters oft remind methat i promised never to gainsay the girl i left behind me she says my own dear love come home my friends are rich and manyor else abroad with you i ll roam a soldier stout as any if you ll not come nor let me go i ll think you have resigned memy heart nigh broke when i answered no to the girl i left behind me for never shall my true love brave a life of war and toiling and never as a skulking slave i ll tread my native soil on but were it free or to be free the battle s close would find me to ireland bound nor message need from the girl i left behind me
126,bold riley,our anchor s aweigh and our sails are all set bold riley oh boom a lay and the folks we are leaving we ll never forget bold riley oh gone away chorus goodbye me darlin goodbye me dear oh bold riley oh boom a lay goodbye me darlin goodbye me dear oh bold riley oh gone away wake up mary ellen and don t look so glum bold riley oh boom a lay by whitestocking time you ll be drinking hot rum bold riley oh gone away chorus the rain it is raining now all the day long bold riley oh boom a lay and the northerly wind it does blow so strong bold riley oh gone away chorus we re outward and bound for bengal bay bold riley oh boom a lay get bendin me boys it s a hell of a way bold riley oh gone away chorus
127,johnny come down to hilo,sample can be heard here http www saltydick com lyrics johnny come down to hilo htmwe re running away around the cape some for debt and some for rape johnny come down to hilo poor old man chorus oh wake er oh shake er wake that gal with the blue dress on johnny come down to hilo poor old man i once had a gal her hair was red twas curly all over except on her head johnny come down to hilo poor old man chorus her eyes was blue her dress the same but she always fell asleep before i came johnny come down to hilo poor old man chorus now a dollar goes from hand to hand my gal goes from man to man johnny come down to hilo poor old man chorus i tied my gal in a gunny sack she ll be true to me til i get back johnny come down to hilo poor old man chorus she s a downeast gal with a downeast style for a dollar a time it s all worthwhile johnny come down to hilo poor old man chorus them hilo gals all dress so fine they ain t got jesus on their mind johnny come down to hilo poor old man chorus
128,whiskey for my johnny,o whiskey is the life of man whiskey johnny i drink whiskey when i can whiskey for my johnny whiskey from an old tin can whiskey johnny i ll drink whiskey when i can whiskey for my johnny i drink it hot i drink it cold whiskey johnny i drink it new i drink it old whiskey for my johnny whiskey makes me feel so sad whiskey johnny whiskey killed my poor old dad whiskey for my johnny i thought i heard the old man say whiskey johnny i ll treat my crew in a decent way whiskey for my johnny a glass of grog for every man whiskey johnny and a bottle full for the chanteyman whiskey for my johnny o whiskey hot and whiskey cold whiskey johnny oh whiskey new and whiskey old whiskey for my johnny oh whiskey here and whiskey there whiskey johnny oh i d have whiskey everywhere whiskey for my johnny oh whiskey killed my poor old dad whiskey johnny oh whiskey drove my mother mad whiskey for my johnny oh whiskey made me pawn my clothes whiskey johnny oh whiskey gave me this red nose whiskey for my johnny
129,general taylor,general taylor gained the day walk him along john carry him along general taylor gained the day carry him to his burying ground chorus to me way hey hey stormy walk him along john carry him along way hey hey stormy carry him to his burying ground i wish i was sold stormy s son walk him along john carry him along i d build me a ship of ten thousand ton carry him to his burying ground chorus i d load her down with ale and rum walk him along john carry him along and every shellback should have some carry him to his burying ground chorus we dug his grave with a silver spade walk him along john carry him along his shroud of the finest silk was made carry him to his burying ground chorus we lowered him down on a golden chain walk him along john carry him along on every link we carved his name carry him to his burying ground chorus general taylor died long ago walk him along john carry him along he s gone to where the winds don t blow carry him to his burying ground chorus general taylor s dead and gone walk him along john carry him along general taylor s dead and gone carry him to his burying ground chorus
130,leave her johnny,oh i thought i heard the ol man say leave her johnny leave her tomorrow ye will get your pay an it s time for us to leave her the work wuz hard an the voyage wuz long leave her johnny leave her the sea was high an the gales wuz strong an it s time for us to leave her the wind was foul an the sea ran high leave her johnny leave her she shipped it green an none went by an it s time for us to leave her the grub was bad an the wages low leave her johnny leave her but now once more ashore we ll go an it s time for us to leave her oh our old man he don t set no sail leave her johnny leave her we d be better off in a nice clean gaol an it s time for us to leave her we d be better off in a nice clean gaol leave her johnny leave her with all night in an plenty o ale an it s time for us to leave her she s poverty stricken a parish rigged leave her johnny leave her the bloomin crowd is fever stricked an it s time for us to leave her oh sing that we boys will never be leave her johnny leave her in a hungry bitch the likes o she an it s time for us to leave her the mate was a bucko an the old man a turk leave her johnny leave her the bosun wuz a beggar with the middle name o work an it s time for us to leave her the old man swears an the mate swears too leave her johnny leave her the crew all swears and so would you an it s time for us to leave her it s growl yer may an go yer must leave her johnny leave her it matters not whether yer last or fust an it s time for us to leave her the winds wuz foul all work no pay play leave her johnny leave her to liverpool docks from frisco bay an it s time for us to leave her the ship won t steer nor stay nor wear leave her johnny leave her an so us shellbacks learnt to swear an it s time for us to leave her she will not wear nor steer nor stay leave her johnny leave her her sails an gear all carried away an it s time for us to leave her we wuz made to pump all night an day leave her johnny leave her an we half dead had beggar all to say an it s time for us to leave her we ll leave her tight an we ll leave her trim leave her johnny leave her we ll heave the hungry barstard in an it s time for us to leave her oh leave her johnny an we ll work no more leave her johnny leave her of pump or drown we ve had full store an it s time for us to leave her leave her johnny an we ll leave her with a grin leave her johnny leave her there s many a worser we ve sailed in an it s time for us to leave her the sails is furled an our work is done leave her johnny leave her an now ashore we ll have our bit o fun an it s time for us to leave her we ll make her fast an stow our gear leave her johnny leave her the gals are a waitin on the pier an it s time for us to leave her leave her johnny ye can leave her like a man leave her johnny leave her oh leave her johnny oh leave her while yer can an it s time for us to leave her now i thought i heard the old man say leave her johnny leave her one more good heave an then belay an it s time for us to leave her other verses a rantin mate an a bully skipper too leave her johnny leave her on a leakin ship an a rotten harping crew an it s time for us to leave her we re all of us old an we re weak n sad leave her johnny leave her since we first joined this ruddy wooden clad iron clad an it s time for us to leave her mahogany beef an weevils in our bread leave her johnny leave her we wisht old crackerhash joe wuz dead an it s time for us to leave her oh capen now ye are gonna lose yer crew leave her johnny leave her we ve had enough of the ship the grub an you an it s time for us to leave her
131,across the western ocean,pre english irish packet trade the western ocean is the atlantic another version came about in due to the california gold rush courtesy of www sailorsongs comoh the times are hard and the wages low a me lia where you bound tothe rock y mountains is my home a cross the western o ceanthe land of promise there you ll see a me lia where you bound toi m bound across the western sea a cross the western o cean i ll take my way from liverpool a me lia where you bound toin liverpool that yankee school a cross the western o ceanthere s liverpool pat in a tarpaulin hat a me lia where you bound toand yankee jack the packet rat a cross the western o cean be ware these packet ships i say a me lia where you bound tothey steal your stores and clothes away a cross the western o cean
132,charlotte the harlot sea porn lyric warning,sample can be heard here http www saltydick com lyrics charlotte the harlot htmcharlotte the harlot lay dying a pisspot supporting her head surrounded by six horny sailors she rolled on her left tit and said i ve been fucked by the pohmmies and irish i ve been fucked by the yanks and the jews now i ve come over here to australia to be fucked by bastards like you so out with your dirty old organs and gimme the juice of your nuts out with your dirty old organs and i ll tattoo my name on your guts
133,one more day,have you heard the news my johnny one more day we re homeward bound tomorrow only one more day don t you hear the old man growlin one more day don t you hear the mate a howlin only one more day don t you hear the old man callin one more day don t you hear the pilot bawlin only one more day only one more day a howlin one more day can t you hear the gals a callin only one more day only one more day a rollin one more day can t you hear the gulls a callin only one more day only one more day a furlin one more day only one more day a cursin only one more day heave and sight the anchor johnny one more day for we re close board the port johnny only one more day put on your long tail blue johnny one more day for your payday s nearly due only one more day we re homeward bound today johnny one more day we ll leave her without sorrow johnny only one more day pack your bags today my johnny one more day o an leave her where she lies johnny only one more day no more gales or heavy weather one more day only one more day together only one more day only one more day my johnny one more day o rock and roll me over only one more day
134,can of grog,scourtesy of www sailorsongs comwhen up the shrouds the sailor goes and ventures on the yard the landsman who no better know believe his lot is hard bold jack with smiles each danger meets weighs anchor heaves the log trims all the sails belays his sheets and drinks his can of grog if to engage they give the word to quarters he ll repair now winding in the dismal flood now quivering in the air when waves gainst rocks to rend and roar you ll n er hear him repine though he s on greenland s icy shore or burning beneath the line when sailing orders to arrive bold jack he takes his leave my dear sweetest pol he cries i pray now do not grieve thy jack will take his daily can of grog and drink to thee in hopes that thou will n er forget thy sailor who s at sea but should thou false or fickle prove to jack who loves thee dear no more upon my native shore can i with joy appear but restless as the briny main must heartless heave the log shall trim the sails and try to drown my sorrow in cans of grog
135,around cape horn,around cape horn we ve got to go to me way hay o hio around cape horn to calleao a long time ago round cape horn where the stiff winds blow to me way hay o hio round cape horn where there s sleet and snow a long time ago i wish to god i d never been born to me way hay o hio to drag my carcass around cape horn a long time ago
136,heave away boys heave away,i love the sailor and the sailor loves meheave away boys heave awayhe comes to my window every morning at threeheave away boys heave awayand when we is happy we tolls the old belland when we is sad yous can all go to helli love a fat widow down rollerhithe wayand when she next sees me to me she will sayoh johnny i ve waited for you to returnso i can spend freely the money you ve earnedi have a sister and she s nine foot tallshe sleeps in the kitchen with her feet in the hallwhen i was a young man and well in me primei loved all them yellow girls two at a timebut now that i m older i don t feel so youngi d sooner have lashings and lashings of rumoh roll the old chariot and long may she rollwhy don t the mate shake her god damn his soul
137,house carpenter canadian version,well met well met my own true love and very well met said he i have just returned from the salt salt sea and it s all for the sake of thee i could have married a queen s daughter and she would have married me but i refused a crown of gold and it s all for the sake of thee if you could have married a queen s daughter then she should have married thee for me young man you have came too late for i ve married a house carpenter if you will leave your house carpenter and go along with me i will take you down where the grass grows green on the banks of the river dee if i were to leave my house carpenter and go along with thee what have you got to maintain a wife or to keep her from slavery i have seven ships at sea and seven more in port and a hundred and twenty four jolly jolly boys and they all will wait on thee she called then her two pretty babes and she kissed them most tenderly saying stay at home my two pretty babes and bear your own father company she had not sailed on sea two weeks i m sure not sailed on three till here she sat in her new husband s cabin weeping most bitterly oh do you weep for gold he said or do you weep for fear or do you weep for your house carpenter that you left when you came here i do not weep for gold she said nor do i weep for fear but i do weep for my two pretty babes that i left when i came here she had not sailed on sea three weeks i m sure not sailed on four till overboard her fair body she threw and her weeping was heard no more her curse did attend a sea sailor s life her curse did attend a sailor s life for the robbing of a house carpenter and stealing away his wife
138,johnny bowker,o do me johnny bowker let s all go on a jamboree o do me johnny bowker the watches are cala la shee o do me johnny bowker the chief mate he s a croaker o do me johnny bowker the old man he s a soaker o do me johnny bowker the bosun s never sober i bet ye are a rover the sails he s a tailor the chips he ain t no sailor come roll me in the clover come rock an roll er over from calais down to dover in london lives yer lover the packet she is rollin come haul away the bowline we ll either break or bend it we re men enough to mend it get round the corner sally let me an you live tally we ll haul away an bend er hello it is claimed on the bill haley and the comets website that the term rock n roll originated in the song johnny bowker interesting take a look http www rockabillyhall com billhaley htmlmind you you may already know this cheers for the link graham i did know that the first record of rock n roll seems to be from this shanty and also bring em down but had no idea that bill hayley and the comets had said that coolness
139,the glasgow,all you who love your native land and mean to emigrate a while draw near and you shall hear what happened of late to tell the hardships i went through some pages it would fill when i was forced to leave my home that place called sweet cootehill john williams is my name this truth i ll ne er deny my friends they banished me away i ll tell you the reason why because i would not break the vows i made unto my dear they tore me from the arms of my charming sally greer straight away to liverpool my friends did me convey and in the glasgow to new york my passage they did pay along with captain robinson and sixteen of a crew we set out for america our fortune to pursue twas on the eight of february our gallant ship set sail bound for the city of new york with a sweet and pleasant gale on the midnight of the seventh day before our captain went to rest he called unto his chief mate and made him this behest take you charge of the vessel and of yon rocks keep clear and beat about the irish coast till daylight doth appear our chief mate took the orders but he did not them obey and by neglect he let the ship go quite out of her way early the following morning about half past four o clock our gallant ship with all her might came on a sunken rock these rocks are called the barrels they re hidden from human sight they lie abreast of carnsore head and west of tuskar light men women and children were filled with great surprise a heart like flint it would relent to hear their dismal cries we hoist a light from our mast head before it was daylight and to our joy and great surprise a schooner hove in sight captain walsh gave orders unto his seamen brave the women and the children to strive first for to save with that the glasgow gave a lurch and none could her prevent and five and twenty fine young men down to the bottom went long life to captain walsh and to his seamen brave but for his assistance we d have met a watery grave he landed us in wexford town where we were treated kind in time of need indeed twas there some warm friends we did find in these four months four vessels wrecked upon the watery main the glasgow and the mexico the bristol and the jane and nearly a thousand passengers lie asleep in watery graves men who thought to settle in land that never sheltered slaves
140,james craig,james craig s moving now sailing on the tide heave away my bully lads get that yard up high said farewell to queen st girlskissed them all goodbye heave away my bully lads it s now our sailing timei ll tell you of the james craig a lovely ship of old an iron barque tonnes built so long ago christened clan mccleod down the bay that winter day he builders were so proud chorus she sailed the oceans of the world for years or more carried wheat rice and coal to many a foreign shore yankee notions from new york for our shops and stores then back again laden down with kauri gum and wool chorus she was then sold me boys for joseph james craig sailing out of auckland for the tasman trade carries timbers from the mill to old sydney town carried pine kahikatea timbers of renown chorus with a change of owner she had a change of name now she sails the tasman sea as the james craig the tasman is a stormy sea as everybody knows james craig revels there weathers all the blows chorus she s a ship a proud ship as bonny as can be pretty as a picture plows the ocean deep may she live forever for all on her to see james craig sailing free for all her glory chorus i would like some information about the large mask of prow and the history from your sailboat james craig thank you very much hi manuel the james craig was an english ship built in original name clan macleod and bought in by australian living in new zealand mr james craig as the song suggests she was employed in trade between nz and australia until she ended up as a hulk mostly submerged in a remote beach in tasmania she was then painstakingly restored first in hobart then sydney and is now restored to her former glory and sails out of sydney harbourmore info can be found here http www shf org au jcraig jcraig htmlcheers
141,drunken sailor,this song is a sea shanty sea shanties were work songs folk songs of the sailors books of songs are available but you can get the music for the song here there are books of sea shanties available on the sailorsongs sea shanty store on the compact disc recording of this sea chanty song i have used a lot of different musical instruments one nice thing about being here is the link to the store where you can buy recordings of my two cd s as either regular compact discs of sea shanties or download the songs individually also available are recordings of sea shanties or sea chanties as they are sometimes called by other folk singers and chantymen the lyrics for those folks who don t need the sheet music sing sea shanties by the seashore it s good fun hear a sample of the song using the device in the sea shanty store recorded by roger chartier on his sailor songs cd courtesy of www sailorsongs comem what ll you do with a drunken sailor d what ll you do with a drunken sailor em d em what ll you do with a drunken sailor early in the morning put him in the longboat till he gets sober times early in the morning em d hi ho and up she rises hi ho and up she rises em d em hi ho and up she rises early in the morning to the top put him in the bilge and make him drink it times early in the morning tie him to the scuppers with the hose pipe on him times early in the morning shave his belly with a rusty razor times early in the morning keel haul him till he s sober itmes early in the morning heave him by the leg in a running bowline times early in the morning and many more verses
